Qualifying 2 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,74,Grant Davidson,CLUB TR - FWD,1:39.615,INTEGRA
2,61,Fez Babar,CLUB TR - RWD,1:40.041,GR86
3,326,Last Minute Racing,CLUB TR - RWD,1:40.045,86
4,511,Peter Granberg,CLUB TR - RWD,1:40.111,BRZ
5,109,Dana Basinski,CLUB TR - RWD,1:40.118,BRZ
6,20,Matthew Koval,CLUB TR - RWD,1:40.128,S2000
7,531,Evan Weider,CLUB TR - FWD,1:40.404,CIVIC
8,727,Mario Mirone,CLUB TR - FWD,1:41.328,CIVIC
9,514,Evan Mclaren,CLUB TR - FWD,1:41.582,INTEGRA
10,123,Whiskey Danger Racing,CLUB TR - RWD,1:42.447,S2000
11,13,Jerami Bailey,CLUB TR - RWD,1:42.830,FR-S
12,611,Benjamin Carter,CLUB TR - RWD,1:43.547,S2000
13,199,Ian Flavin,CLUB TR - RWD,1:44.468,BRZ
14,510,Piero Pucci,CLUB TR - RWD,1:44.571,FR-S
15,151,Nathan Poulson,CLUB TR - RWD,1:44.838,BRZ
16,238,Garrett Gloceri,CLUB TR - RWD,1:45.487,RX-8
17,129,Johnny Rose,CLUB TR - RWD,1:45.648,GR86
18,442,Logan Geyer,CLUB TR - RWD,1:46.920,BRZ
19,28,Knottfast Motorsports,CLUB TR - RWD,1:48.015,FR-S
20,572,Ivan Munoz,CLUB TR - RWD,1:48.108,BRZ
21,15,Adam Wrobel,CLUB TR - FWD,1:48.970,INTEGRA
22,142,Juan Johnson,CLUB TR - RWD,1:49.637,S2000
23,46,Nehru Cheddie,CLUB TR - AWD,1:50.275,GR COROLLA
24,169,Dan Mai,CLUB TR - RWD,1:52.723,325I
25,509,Kevin Wendt,CLUB TR - FWD,1:52.975,CR-X
26,125,Kevin Head,CLUB TR - RWD,1:54.228,RX-7
27,99,George Reeves,CLUB TR - RWD,1:57.809,MX-5
28,950,Jacob Maller,CLUB TR - FWD,2:13.765,850
1,555,Joe Mielke,STREET - AWD,1:36.389,WRX STI
2,333,Anthony Barber,STREET - AWD,1:38.401,MODEL 3
3,310,Mike Coons,STREET - AWD,1:38.981,IMPREZA
4,55,Charles Miller,STREET - AWD,1:38.999,LANCER
5,470,Edward Segal,STREET - FWD,1:40.807,CIVIC
6,399,Kevin Kerr,STREET - AWD,1:41.596,LANCER
7,194,Mike Callaway,STREET - AWD,1:42.341,IMPREZA
8,68,Patrick Daugherty,STREET - FWD,1:43.452,CIVIC TYPE R
9,39,Gregory Formosa,STREET - AWD,1:44.049,LANCER
