Qualifying 3 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,74,Grant Davidson,CLUB TR - FWD,1:40.116,INTEGRA
2,727,Mario Mirone,CLUB TR - FWD,1:40.631,CIVIC
3,531,Evan Weider,CLUB TR - FWD,1:40.765,CIVIC
4,61,Fez Babar,CLUB TR - RWD,1:40.846,GR86
5,326,Last Minute Racing,CLUB TR - RWD,1:40.899,86
6,511,Peter Granberg,CLUB TR - RWD,1:41.140,BRZ
7,20,Matthew Koval,CLUB TR - RWD,1:41.208,S2000
8,109,Dana Basinski,CLUB TR - RWD,1:41.311,BRZ
9,123,Whiskey Danger Racing,CLUB TR - RWD,1:41.776,S2000
10,514,Evan Mclaren,CLUB TR - FWD,1:42.075,INTEGRA
11,13,Jerami Bailey,CLUB TR - RWD,1:43.383,FR-S
12,611,Benjamin Carter,CLUB TR - RWD,1:45.178,S2000
13,199,Ian Flavin,CLUB TR - RWD,1:45.284,BRZ
14,151,Nathan Poulson,CLUB TR - RWD,1:45.488,BRZ
15,510,Piero Pucci,CLUB TR - RWD,1:46.120,FR-S
16,238,Garrett Gloceri,CLUB TR - RWD,1:46.238,RX-8
17,28,Knottfast Motorsports,CLUB TR - RWD,1:46.518,FR-S
18,572,Ivan Munoz,CLUB TR - RWD,1:46.922,BRZ
19,129,Johnny Rose,CLUB TR - RWD,1:47.309,GR86
20,142,Juan Johnson,CLUB TR - RWD,1:48.542,S2000
21,15,Adam Wrobel,CLUB TR - FWD,1:49.479,INTEGRA
22,169,Dan Mai,CLUB TR - RWD,1:49.850,325I
23,46,Nehru Cheddie,CLUB TR - AWD,1:49.964,GR COROLLA
24,509,Kevin Wendt,CLUB TR - FWD,1:52.267,CR-X
25,99,George Reeves,CLUB TR - RWD,1:55.262,MX-5
26,950,Jacob Maller,CLUB TR - FWD,2:02.152,850
1,333,Anthony Barber,STREET - AWD,1:39.249,MODEL 3
2,625,Sam Bosnian,STREET - RWD,1:40.095,350Z
3,310,Mike Coons,STREET - AWD,1:41.271,IMPREZA
4,194,Mike Callaway,STREET - AWD,1:42.462,IMPREZA
5,470,Edward Segal,STREET - FWD,1:42.720,CIVIC
6,39,Gregory Formosa,STREET - AWD,1:42.936,LANCER
7,997,Jason Gaydos,STREET - RWD,1:44.020,BRZ
8,7,Thomas Halka,STREET - AWD,1:44.029,IMPREZA
9,68,Patrick Daugherty,STREET - FWD,1:44.576,CIVIC TYPE R
10,410,Foster Johnson,STREET - FWD,1:47.874,CIVIC TYPE R
11,124,Damian Mccann,STREET - AWD,1:51.922,IMPREZA
12,55,Charles Miller,STREET - AWD,,LANCER
13,69,Cody Umbaugh,STREET - FWD,,CIVIC
1,687,Jackie Ding,STREET GT - RWD,1:38.078,M2
2,570,Kyle Magnuson,STREET GT - RWD,1:38.209,718 CAYMAN
3,89,Brandon Hodge,STREET GT - RWD,1:38.571,GR SUPRA
4,34,Andy Voelkel,STREET GT - RWD,1:38.609,CORVETTE
5,17,Alex Artayet,STREET GT - RWD,1:39.362,M3
6,364,Nicholas Hendrix,STREET GT - RWD,1:39.851,CORVETTE
7,226,Jerry Liu,STREET GT - RWD,1:40.512,718 CAYMAN
8,44,Joel Phillips,STREET GT - RWD,1:40.806,911
9,363,Michael Kubiak,STREET GT - RWD,1:41.033,CORVETTE
10,351,Michael Barnes,STREET GT - RWD,1:41.864,MUSTANG
11,373,Benjamin Smolen,STREET GT - RWD,1:46.513,MUSTANG
12,11,Graham Gaylord,STREET GT - AWD,1:46.609,RS 3
1,70,Dewey Dewitt,STREET MOD - AWD,1:34.233,IMPREZA
2,14,Kal Fortner,STREET MOD - RWD,1:35.561,AMG GT S
3,79,Nicholas Kohrs,STREET MOD - FWD,1:37.089,CIVIC
4,54,Unfinished Racing,STREET MOD - RWD,1:38.547,CORVETTE
5,82,Jaime Santos,STREET MOD - RWD,1:39.015,135I
6,62,Matt Simpkins,STREET MOD - RWD,1:39.943,GR SUPRA
7,139,Wilbur Huang,STREET MOD - RWD,1:42.437,GR SUPRA
8,145,Devin Hofmann,STREET MOD - AWD,1:43.916,WRX
9,743,Devin Giles,STREET MOD - RWD,1:44.049,CAYMAN S
10,29,Kyle Mckiou,STREET MOD - RWD,1:44.451,GR SUPRA
11,87,Alan Newsome,STREET MOD - RWD,1:45.195,RX-7
12,6,Michael Aumick,STREET MOD - AWD,1:45.448,STI
13,429,Camden Fox,STREET MOD - RWD,1:46.160,RX-7
14,420,Aric Streeter,STREET MOD - RWD,1:46.316,MUSTANG
15,736,Cody Smith,STREET MOD - RWD,1:46.996,CUTLASS
16,5,Ezekiel Malchow,STREET MOD - RWD,1:49.234,MUSTANG
17,575,Clay Davidson,STREET MOD - RWD,1:51.271,240SX
18,595,Dustin Williams,STREET MOD - FWD,4:29.497,CIVIC TYPE R
19,307,Andy Hsiao,STREET MOD - RWD,,CORVETTE
1,126,Jacob Abbott,SUNDAE CUP - FWD,1:54.201,FIT
2,91,Chris Rice,SUNDAE CUP - FWD,1:54.989,FIT
3,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:55.043,FIT
4,488,Matt Dietlin,SUNDAE CUP - FWD,1:56.606,FIT
5,122,Jason Davidson,SUNDAE CUP - FWD,1:57.433,FIT
6,133,Dily Daly,SUNDAE CUP - FWD,2:00.219,FIT
7,269,Christian Wendland,SUNDAE CUP - FWD,2:03.267,FIT
8,1,Chris Wolf,SUNDAE CUP - FWD,,FIT
1,314,Michael Puglisi,TRACK MOD - AWD,1:34.780,LANCER
2,114,Bronson Mcnemar,TRACK MOD - RWD,1:36.266,MX-5 MIATA
3,77,Jason Kanakry,TRACK MOD - RWD,1:36.698,720S
4,206,Dalton Klein,TRACK MOD - RWD,1:39.336,CORVETTE
5,12,Andrew Sonnevil,TRACK MOD - RWD,1:40.231,MX-5 MIATA
6,19,Josh Powers,TRACK MOD - RWD,1:41.680,CORVETTE
7,98,Steven Stewart,TRACK MOD - AWD,1:42.440,IMPREZA
8,64,Alex Westergaard,TRACK MOD - RWD,1:44.125,S2000
9,191,Jessica Powers,TRACK MOD - RWD,1:46.154,CORVETTE
1,338,Ernestas Puzelis,UNLIMITED - RWD,1:36.476,CORVETTE C6
2,171,Andrius Bertulis,UNLIMITED - RWD,1:38.966,RCF
3,165,Jeremy Salenius,UNLIMITED - RWD,1:45.816,MUSTANG
4,266,Shawn Bassett,UNLIMITED - FWD,1:54.624,CIVIC
