Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MOD - RWD,1:29.723,Supra #TA90
2,150,Alex Moss,STREET MOD - RWD,1:33.602,S2000
3,121,Ryan Mathews,STREET MOD - RWD,1:34.517,Corvette
4,35,Alex Westergaard,STREET MOD - RWD,1:36.124,S2000
5,77,Alex Artayet,STREET GT - RWD,1:36.814,M3
6,335,Christopher Bickford,STREET GT - RWD,1:37.730,Corvette
7,623,Stan Fayngold,STREET - AWD,1:37.762,EVO X
8,333,Tony Barber,STREET - AWD,1:37.837,Model 3
9,109,Dana Basinski,CLUB TR - RWD,1:37.856,Brz
10,27,Ken Devriese,CLUB TR - RWD,1:38.360,S2000
11,155,Joseph Mielke,STREET - AWD,1:38.538,Impreza WRX STi
12,931,Brad Moore,STREET GT - RWD,1:38.564,M2
13,511,Peter Granberg,STREET MOD - RWD,1:38.884,BRZ
14,66,Ben Thorn,CLUB TR - FWD,1:39.057,Civic
15,10,Kyoo Lee,STREET - AWD,1:39.39 H,Evo
16,773,Keenan Prusank,STREET GT - RWD,1:39.438,CAMARO SS 1LE
17,38,Ernestas Puzelis,TRACK MOD - RWD,1:39.490,370Z
18,167,Taylor Allen,STREET GT - RWD,1:40.452,Corvette Z06
19,610,Banana Power,CLUB TR - RWD,1:40.641,FRS
20,510,Piero Pucci,STREET MOD - AWD,1:40.662,Evolution 8
21,470,Edward Segal,STREET - FWD,1:40.750,Civic Type R
22,808,Chong Lor,STREET - FWD,1:41.132,Type R
23,737,Alex Lundeen,STREET - FWD,1:41.443,Mazdaspeed3
24,255,Ryan Seiler,CLUB TR - RWD,1:41.867,S2000
25,334,Jim Smitholene,CLUB TR - RWD,1:42.646,S2000
26,777,Team D Squared,CLUB TR - RWD,1:42.685,BRZ
27,14,Kal Fortner,STREET MOD - AWD,1:42.753,S4
28,74,Grant Davidson,CLUB TR - FWD,1:43.201,Integra
29,76,David Ottobre,TRACK MOD - RWD,1:44.353,Mustang
30,319,Hyder Arain,CLUB TR - RWD,1:44.752,S2000
31,312,Mikey Singhaseni,CLUB TR - FWD,1:44.809,INTEGRA
32,141,Lisa Keyes,STREET - FWD,1:45.393,Civic Si
33,726,Jacob Abbott,CLUB TR - AWD,1:45.518,Impreza
34,736,Cody Smith,STREET MOD - RWD,1:45.899,Cutlass
35,329,PhD Racing,TRACK MOD - RWD,1:45.999,911
36,238,Garrett Gloceri,CLUB TR - RWD,1:46.038,RX-8
37,46,Nehru Cheddie,TRACK MOD - RWD,1:46.314,M3
38,270,Max Rooney,CLUB TR - FWD,1:46.884,Civic Si
39,234,Brad Riemann,STREET - AWD,1:46.990,Focus RS
40,373,Ivan Onofriiciuc,STREET MOD - RWD,1:47.075,370z
41,602,Daniel Chun,CLUB TR - FWD,1:48.205,Civic SI
42,528,Richard Sawicki,STREET - RWD,1:48.266,Miata
43,48,Torry Skurski,STREET - RWD,1:48.927,328i
44,206,Dalton Klein,TRACK MOD - RWD,1:48.933,Camaro
45,19,Scott Hollingsworth,STREET MOD - RWD,1:51.263,S2000
46,442,Logan Geyer,CLUB TR - RWD,1:53.572,BRZ
47,926,James Morgan,SUNDAE CUP - FWD,1:53.782,Fit
48,197,Kendall Samuel,UNLIMITED - AWD,1:54.461,Impreza
49,614,Eric Knerr,STREET - RWD,1:54.534,Miata
50,526,Patrick Morgan,SUNDAE CUP - FWD,1:55.073,Fit
51,411,Kyle Carstens,SUNDAE CUP - FWD,1:55.817,Fit
52,969,Peter Lindberg,SUNDAE CUP - FWD,1:56.310,FIT
53,44,Joel Phillips,UNLIMITED - RWD,2:01.001,Miata
55,6,Michael Aumick,STREET MOD - AWD,,Sti
56,,,,,
57,,,,,
58,,,,,
59,,,,,
60,,,,,
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,,,,,
76,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
81,,,,,
82,,,,,
83,,,,,
