Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,86,Jackie Ding,STREET MOD - RWD,1:28.531,Supra #TA90
2,150,Alex Moss,STREET MOD - RWD,1:30.086,S2000
3,121,Ryan Mathews,STREET MOD - RWD,1:30.708,Corvette
4,35,Alex Westergaard,STREET MOD - RWD,1:32.045,S2000
5,99,Vytis Aranauskas,UNLIMITED - RWD,1:32.737,M3
6,77,Alex Artayet,STREET GT - RWD,1:33.786,M3
7,335,Christopher Bickford,STREET GT - RWD,1:34.278,Corvette
8,10,Kyoo Lee,STREET - AWD,1:35.194,Evo
9,623,Stan Fayngold,STREET - AWD,1:35.195,EVO X
10,66,Ben Thorn,CLUB TR - FWD,1:35.550,Civic
11,773,Keenan Prusank,STREET GT - RWD,1:35.749,CAMARO SS 1LE
12,386,Jackie Ding,STREET - AWD,1:35.869,Model 3 Performance
13,333,Tony Barber,STREET - AWD,1:36.170,Model 3
14,255,Ryan Seiler,CLUB TR - RWD,1:36.300,S2000
15,931,Brad Moore,STREET GT - RWD,1:36.377,M2
16,38,Ernestas Puzelis,TRACK MOD - RWD,1:36.503,370Z
17,329,PhD Racing,TRACK MOD - RWD,1:36.569,911
18,155,Joseph Mielke,STREET - AWD,1:36.580,Impreza WRX STi
19,74,Grant Davidson,CLUB TR - FWD,1:36.793,Integra
20,737,Alex Lundeen,STREET - FWD,1:36.863,Mazdaspeed3
21,510,Piero Pucci,STREET MOD - AWD,1:36.906,Evolution 8
22,109,Dana Basinski,CLUB TR - RWD,1:36.955,Brz
23,511,Peter Granberg,STREET MOD - RWD,1:37.183,BRZ
24,808,Chong Lor,STREET - FWD,1:37.571,Type R
25,27,Ken Devriese,CLUB TR - RWD,1:37.682,S2000
26,76,David Ottobre,TRACK MOD - RWD,1:37.864,Mustang
27,14,Kal Fortner,STREET MOD - AWD,1:38.248,S4
28,167,Taylor Allen,STREET GT - RWD,1:38.428,Corvette Z06
29,312,Mikey Singhaseni,CLUB TR - FWD,1:38.677,INTEGRA
30,777,Team D Squared,CLUB TR - RWD,1:38.799,BRZ
31,610,Banana Power,CLUB TR - RWD,1:38.830,FRS
32,470,Edward Segal,STREET - FWD,1:38.948,Civic Type R
33,625,Samel Meseljevic,STREET - AWD,1:39.313,EVO X
34,319,Hyder Arain,CLUB TR - RWD,1:39.725,S2000
35,334,Jim Smitholene,CLUB TR - RWD,1:40.117,S2000
36,736,Cody Smith,STREET MOD - RWD,1:40.471,Cutlass
37,46,Nehru Cheddie,TRACK MOD - RWD,1:40.964,M3
38,270,Max Rooney,CLUB TR - FWD,1:41.387,Civic Si
39,238,Garrett Gloceri,CLUB TR - RWD,1:42.196,RX-8
40,528,Richard Sawicki,STREET - RWD,1:42.377,Miata
41,141,Lisa Keyes,STREET - FWD,1:42.542,Civic Si
42,726,Jacob Abbott,CLUB TR - AWD,1:42.988,Impreza
43,206,Dalton Klein,TRACK MOD - RWD,1:43.119,Camaro
44,19,Scott Hollingsworth,STREET MOD - RWD,1:43.143,S2000
45,197,Kendall Samuel,UNLIMITED - AWD,1:43.865,Impreza
46,373,Ivan Onofriiciuc,STREET MOD - RWD,1:44.314,370z
47,234,Brad Riemann,STREET - AWD,1:44.412,Focus RS
48,602,Daniel Chun,CLUB TR - FWD,1:46.068,Civic SI
49,48,Torry Skurski,STREET - RWD,1:46.983,328i
50,442,Logan Geyer,CLUB TR - RWD,1:47.390,BRZ
51,614,Eric Knerr,STREET - RWD,1:47.970,Miata
52,926,James Morgan,SUNDAE CUP - FWD,1:50.636,Fit
53,411,Hard Times Racing,SUNDAE CUP - FWD,1:51.281,Fit
54,44,Joel Phillips,UNLIMITED - RWD,1:52.247,Miata
55,526,Patrick Morgan,SUNDAE CUP - FWD,1:52.834,Fit
56,969,Peter Lindberg,SUNDAE CUP - FWD,1:52.922,FIT
58,,,,,
59,,,,,
60,,,,,
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,,,,,
76,,,,,
77,,,,,
78,,,,,
