Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,41,James Houghton,UNLIMITED - FWD,1:29.544,Integra
2,414,Sasha Anis,UNLIMITED - RWD,1:32.103,350Z
3,314,Michael Puglisi,TRACK MODIFIED - AWD,1:33.714,Evolution
4,3,Jeremy Swenson,TRACK MODIFIED - RWD,1:33.758,Corvette
5,5,Luke McGrew,TRACK MODIFIED - RWD,1:34.277,Viper ACR
6,105,Ronnie Soliman,TRACK MODIFIED - AWD,1:35.392,Evo
7,221,shawn krebsbach,STREET MODIFIED - AWD,1:36.599,Lancer Evolution 9
8,86,Jackie Ding,STREET MODIFIED - RWD,1:36.656,S2000
9,83,Alex Moss,STREET MODIFIED - RWD,1:37.249,S2000
10,71,Joel Morrison,TRACK MODIFIED - RWD,1:37.690,s2000
11,21,Matt DeReus,STREET MODIFIED - RWD,1:37.704,M3
12,33,Chris Boersma,TRACK MODIFIED - FWD,1:37.935,Civic
13,222,Kevin Wesley,UNLIMITED - RWD,1:38.080,Challenger Hellcat Redeye
14,714,Blue By You Racing,UNLIMITED - RWD,1:38.381,Mustang
15,715,Blue By You Racing,STREET MODIFIED - RWD,1:38.429,Mustang Boss 302
16,6,Michael Aumick,STREET MODIFIED - AWD,1:38.795,WRX STI
17,329,Alex Li,TRACK MODIFIED - AWD,1:38.898,Impreza
18,90,Kevin Boehm,TRACK MODIFIED - FWD,1:38.899,Civic Si Coupe
19,65,Matthew Kokx,STREET MODIFIED - AWD,1:39.263,wrx
20,26,Dan Kroll,UNLIMITED - AWD,1:39.398,STi
21,55,Michael Pagano,STREET MODIFIED - RWD,1:39.899,330ci
22,357,Dan Lewis,STREET MODIFIED - RWD,1:39.923,S2000
23,984,Stan Fayngold,STREET MODIFIED - RWD,1:40.561,FR-S
24,460,Grant Walker,UNLIMITED - RWD,1:40.634,Miata
25,34,Austin Hertel,STREET - RWD,1:40.683,370z
26,0,Cars and Coffee Survivor Racing,STREET GT - RWD,1:40.824,Mustang
27,123,Christopher Bickford,STREET GT - RWD,1:40.976,Corvette
28,30,David Calzada,UNLIMITED - RWD,1:40.978,Miata
29,420,levi brown,TRACK MODIFIED - FWD,1:41.027,civic
30,575,Clay Davidson,STREET MODIFIED - RWD,1:41.190,Mustang
31,28,Peter Zhang,STREET MODIFIED - AWD,1:41.803,WRX
32,150,Anthony Leclerc,STREET - RWD,1:42.077,4C
33,412,Sally McNulty,STREET MODIFIED - AWD,1:42.131,Sti
34,68,Tony Desero,TRACK MODIFIED - RWD,1:42.209,M3
