Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
35,36,Ben Mich,STREET MODIFIED - RWD,1:42.544,RX-7
36,110,Chinchi Chiang,STREET MODIFIED - FWD,1:43.061,Civic Type-R
37,146,Nikolai Delov,STREET MODIFIED - RWD,1:43.074,M3-C
38,66,Darby Barber,STREET MODIFIED - RWD,1:43.123,miata
39,151,David McCallister,TRACK MODIFIED - AWD,1:43.239,Lancer Evo IX
40,74,Chris Neuman,STREET - RWD,1:43.290,M3
41,12,Andrew Sonnevil,ROADSTER MODIFIED - RWD,1:43.341,Miata
42,96,Nigel Teags,STREET MODIFIED - AWD,1:43.515,Impreza WRX
43,64,Ben Klusovsky,TRACK MODIFIED - FWD,1:43.702,Civic
44,94,Brandon Johnson,STREET - RWD,1:43.705,350Z
45,32,Ron Mullet,STREET GT - RWD,1:44.043,Corvette
46,22,Jeremy Boysen,UNLIMITED - RWD,1:44.050,FR-s
47,257,Richard Wilkinson,STREET GT - RWD,1:44.347,CORVETTE Z51
48,531,Evan Weider,STREET - FWD,1:44.438,Civic
49,242,Blake Cameron,STREET - AWD,1:44.596,Sti
50,311,anthony estrella,TRACK MODIFIED - FWD,1:44.625,civic
51,76,Zac Ross,STREET MODIFIED - FWD,1:44.692,GTI
52,62,Brian Blaine,TRACK MODIFIED - RWD,1:45.062,Rx7
53,17,Bob Dice,UNLIMITED - RWD,1:45.072,240sx
54,424,Michael Norman,STREET - AWD,1:45.480,STi Hatch
55,212,Kevin Wesley,STREET GT - RWD,1:45.527,Challenger Scat Pack
56,174,James Rauck,STREET - FWD,1:45.557,Type R
57,940,Stephen Barnes,STREET MODIFIED - AWD,1:46.065,Wrx Wagon
58,103,Max Schrager,STREET - AWD,1:46.090,wrx sti
59,505,Tim Beek,STREET - RWD,1:46.713,S2000
60,19,George Koustoumbardis,STREET - RWD,1:47.001,S2000
61,82,blake strait,STREET MODIFIED - RWD,1:47.173,Exige S240
62,31,BART GOLDENBELD,ROADSTER MODIFIED - RWD,1:47.184,Miata
63,49,Chris Ballard,TRACK MODIFIED - RWD,1:47.248,s2000
64,111,Domas Sinkevicius,STREET MODIFIED - RWD,1:47.638,M3
65,46,Nehru Cheddie,STREET - RWD,1:47.654,M3
66,54,Joseph Neuman,STREET - RWD,1:47.655,S2000
67,73,David Hornburg,ROADSTER MODIFIED - RWD,1:47.658,Miata
68,87,Johnny Rose,STREET - RWD,1:47.953,Miata
69,75,Ryan Gaydos,STREET - RWD,1:47.989,S2000
70,67,David Bain,STREET MODIFIED - RWD,1:48.010,370Z
71,14,Kal Fortner,STREET MODIFIED - AWD,1:48.105,S4
72,104,Paul Karklis,TRACK MODIFIED - RWD,1:48.660,Corvette
73,10,Yo Keutla,STREET - RWD,1:48.697,Cayman S
74,9,Ryan Frew,STREET - RWD,1:48.722,Boxster S
75,375,Carson Christel,TRACK MODIFIED - FWD,1:48.953,GTi
76,81,Benjamin Marouski,STREET - FWD,1:49.074,Cooper
77,1,Anh-Tuan Truong,STREET - RWD,1:49.414,911
78,234,Brad Riemann,STREET - AWD,1:49.837,Focus RS
79,11,Brandon Ham,STREET - RWD,1:49.917,911 Carrera S
80,47,Steve Ohanessian,STREET - RWD,1:50.211,S2000
81,218,Derrick Maske,STREET MODIFIED - RWD,1:50.536,S2000
82,20,Erik Meadows,TRACK MODIFIED - RWD,1:51.409,Miata
83,91,Gil Winningham,STREET - FWD,1:52.140,Accord
84,89,James Kelly,STREET - RWD,1:52.303,BRZ
85,651,TF Works,STREET - FWD,1:52.751,Civic
86,124,Darryl Butler,STREET MODIFIED - AWD,1:53.207,STi
87,108,Jeanette Negri,STREET - RWD,1:53.632,BRZ
88,211,Troy Videkovich,STREET MODIFIED - AWD,1:53.794,WRX
89,121,Joseph King,STREET - FWD,1:54.399,Festiva
90,52,Kevin Tong,STREET - RWD,1:54.868,M3
91,185,Kyle Champine,STREET - FWD,1:54.960,Civic
92,51,Yuriy Karpov,STREET - FWD,1:54.988,Accord
93,114,Hyder Arain,STREET - RWD,1:55.825,s2000
94,730,Nate Vincent,STREET MODIFIED - FWD,1:55.877,Gti
95,97,Ryan McGriff,STREET - RWD,1:56.008,Rx8
96,625,Sam Bosnian,STREET - RWD,1:56.413,350z Nismo
97,48,Torry Skurski,TRACK MODIFIED - RWD,1:56.857,328i
98,486,Ryan Dussex,STREET - RWD,1:57.694,325I
99,362,Hard Times,TRACK MODIFIED - FWD,1:57.721,Fit
100,93,Alexander Mishra,SUNDAE CUP / SPECFIT - FWD,2:00.330,Fit
101,817,Brian Barnhill,STREET MODIFIED - RWD,2:04.817,Miata
102,15,Mark Bucheit,SUNDAE CUP / SPECFIT - FWD,2:06.686,Fit
103,85,Jimmy Diggs,STREET - RWD,2:08.929,S2000
104,259,Nathan Park,STREET MODIFIED - AWD,2:21.730,Evo X
105,100,Daniel Greenwald,STREET - AWD,2:27.346,Evo
106,56,Charles Miller,STREET - AWD,6:19.006,Evo IX
107,337,Cody Loveland,UNLIMITED - FWD,,Civic
108,88,Fiona Lou,STREET MODIFIED - RWD,,S2000
109,626,Cody Miles,TRACK MODIFIED - AWD,,STI
110,778,Tom O'Gorman,UNLIMITED - AWD,,Evo
