Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,778,Tom O'Gorman,UNLIMITED - AWD,1:24.810,Evo
2,113,William Au-Yeung,UNLIMITED - FWD,1:27.033,Civic
3,41,James Houghton,UNLIMITED - FWD,1:28.129,Integra
4,414,Sasha Anis,UNLIMITED - RWD,1:29.681,350Z
5,57,Andrew Stittle,TRACK MODIFIED - FWD,1:33.206,Swift
6,5,Luke McGrew,TRACK MODIFIED - RWD,1:33.386,Viper ACR
7,314,Michael Puglisi,TRACK MODIFIED - AWD,1:33.515,Evolution
8,221,shawn krebsbach,STREET MODIFIED - AWD,1:35.638,Lancer Evolution 9
9,86,Jackie Ding,STREET MODIFIED - RWD,1:36.021,S2000
10,715,Blue By You Racing,STREET MODIFIED - RWD,1:36.558,Mustang Boss 302
11,26,Dan Kroll,UNLIMITED - AWD,1:37.126,STi
12,667,Mike Hryckiewicz,UNLIMITED - RWD,1:37.726,Corvette
13,33,Chris Boersma,TRACK MODIFIED - FWD,1:37.920,Civic
14,21,Matt DeReus,STREET MODIFIED - RWD,1:38.663,M3
15,748,Devin Giles,TRACK MODIFIED - RWD,1:38.764,S2000
16,6,Michael Aumick,STREET MODIFIED - AWD,1:38.863,WRX STI
17,357,Dan Lewis,STREET MODIFIED - RWD,1:39.049,S2000
18,83,Alex Moss,STREET MODIFIED - RWD,1:39.202,S2000
19,65,Matthew Kokx,STREET MODIFIED - AWD,1:39.245,wrx
20,0,Cars and Coffee Survivor Racing,STREET GT - RWD,1:39.877,Mustang
21,71,Joel Morrison,TRACK MODIFIED - RWD,1:40.188,s2000
22,222,Kevin Wesley,UNLIMITED - RWD,1:40.460,Challenger Hellcat Redeye
23,420,levi brown,TRACK MODIFIED - FWD,1:40.560,civic
24,984,Stan Fayngold,STREET MODIFIED - RWD,1:40.579,FR-S
25,714,Blue By You Racing,UNLIMITED - RWD,1:40.592,Mustang
26,56,Charles Miller,STREET - AWD,1:40.627,Evo IX
27,66,Darby Barber,STREET MODIFIED - RWD,1:40.836,miata
