Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,5,Luke McGrew,TRACK MODIFIED - RWD,1:33.917,Viper ACR
2,33,Chris Boersma,TRACK MODIFIED - FWD,1:35.395,Civic
3,86,Jackie Ding,STREET MODIFIED - RWD,1:35.985,S2000
4,105,Ronnie Soliman,TRACK MODIFIED - AWD,1:36.674,Evo
5,71,Joel Morrison,TRACK MODIFIED - RWD,1:36.872,s2000
6,626,Cody Miles,TRACK MODIFIED - AWD,1:37.162,STI
7,222,Kevin Wesley,UNLIMITED - RWD,1:37.799,Challenger Hellcat Redeye
8,314,Michael Puglisi,TRACK MODIFIED - AWD,1:37.934,Evolution
9,6,Michael Aumick,STREET MODIFIED - AWD,1:38.076,WRX STI
10,715,Blue By You Racing,STREET MODIFIED - RWD,1:38.080,Mustang Boss 302
11,329,Alex Li,TRACK MODIFIED - AWD,1:38.394,Impreza
12,83,Alex Moss,STREET MODIFIED - RWD,1:38.422,S2000
13,357,Dan Lewis,STREET MODIFIED - RWD,1:38.482,S2000
14,90,Kevin Boehm,TRACK MODIFIED - FWD,1:38.798,Civic Si Coupe
15,714,Blue By You Racing,UNLIMITED - RWD,1:38.840,Mustang
16,55,Michael Pagano,STREET MODIFIED - RWD,1:38.999,330ci
17,21,Matt DeReus,STREET MODIFIED - RWD,1:39.062,M3
18,0,Cars and Coffee Survivor Racing,STREET GT - RWD,1:39.277,Mustang
19,667,Mike Hryckiewicz,UNLIMITED - RWD,1:39.404,Corvette
20,65,Matthew Kokx,STREET MODIFIED - AWD,1:39.604,wrx
21,30,David Calzada,UNLIMITED - RWD,1:39.840,Miata
22,984,Stan Fayngold,STREET MODIFIED - RWD,1:40.415,FR-S
23,123,Christopher Bickford,STREET GT - RWD,1:40.437,Corvette
24,88,Fiona Lou,STREET MODIFIED - RWD,1:40.449,S2000
25,460,Grant Walker,UNLIMITED - RWD,1:40.495,Miata
26,34,Austin Hertel,STREET - RWD,1:40.935,370z
27,62,Brian Blaine,TRACK MODIFIED - RWD,1:40.976,Rx7
28,575,Clay Davidson,STREET MODIFIED - RWD,1:41.448,Mustang
29,420,levi brown,TRACK MODIFIED - FWD,1:41.618,civic
30,74,Chris Neuman,STREET - RWD,1:41.752,M3
31,311,anthony estrella,TRACK MODIFIED - FWD,1:41.930,civic
