TrackBattle Podium Sprint Results,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,514,Evan Mclaren,CLUB TR - FWD,1:43.637,INTEGRA
2,727,Mario Mirone,CLUB TR - FWD,1:44.126,CIVIC
3,13,Jerami Bailey,CLUB TR - RWD,1:46.269,FR-S
4,18,Kevin Vue,CLUB TR - FWD,1:46.832,INTEGRA
5,330,James Houghton,CLUB TR - FWD,1:52.319,CSX
1,63,Luca Barberis,STREET - AWD,1:39.058,LANCER
2,650,Tim White,STREET - AWD,1:43.609,IMPREZA
3,310,Mike Coons,STREET - AWD,1:43.860,IMPREZA
4,104,Ben Lin,STREET - AWD,DQ,EVO
5,777,Josh Halka,STREET - AWD,DNS,IMPREZA
1,34,Andy Voelkel,STREET GT - RWD,1:41.322,CORVETTE
2,550,Christian Aranha,STREET GT - RWD,1:41.377,CAMARO
3,256,Drew Vosk,STREET GT - RWD,1:41.555,GR SUPRA
4,121,Ryan Mathews,STREET GT - RWD,1:41.659,CORVETTE
5,2,Connor Gallagher,STREET GT - AWD,1:42.015,GT-R
1,606,Allen Patten,STREET MOD - RWD,1:35.128,GR SUPRA
2,29,Kyle Mckiou,STREET MOD - RWD,1:36.843,GR SUPRA
3,14,Kal Fortner,STREET MOD - RWD,1:38.820,AMG GT S
4,6,Michael Aumick,STREET MOD - AWD,1:41.024,IMPREZA
5,985,Dayton Delahoussaye,STREET MOD - RWD,1:41.181,MX-5 MIATA
1,130,James Smith,SUNDAE CUP - FWD,1:56.544,FIT
2,156,Mike Janssen,SUNDAE CUP - FWD,1:56.564,COOPER
3,91,Chris Rice,SUNDAE CUP - FWD,1:57.710,FIT
4,370,Sam Deuling,SUNDAE CUP - FWD,1:57.771,FIT
5,144,Ryan Mukherjee,SUNDAE CUP - FWD,DNS,FIT
1,445,Justin Peachey,TRACK MOD - RWD,1:34.271,CORVETTE
2,687,Jackie Ding,TRACK MOD - RWD,1:36.012,GR SUPRA
3,307,Andy Hsiao,TRACK MOD - RWD,1:37.798,CORVETTE
4,89,Brandon Hodge,TRACK MOD - RWD,1:41.645,GR SUPRA
5,33,Chris Boersma,TRACK MOD - RWD,DNS,CIVIC
1,57,Mike Dusold,UNLIMITED - RWD,1:35.266,CAMARO
2,525,Jeremy Lowder,UNLIMITED - RWD,1:40.228,CAMARO
3,171,Andrius Bertulis,UNLIMITED - RWD,1:40.925,RCF
4,751,Rob Wilmoth,UNLIMITED - AWD,1:40.933,RS 3
5,4,Kevin Parlett,UNLIMITED - RWD,1:42.051,G35
