TrackBattle Practice 1 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,57,Mike Dusold,UNLIMITED - RWD,1:33.422,
2,445,Justin Peachey,TRACK MOD - RWD,1:34.764,
3,606,Allen Patten,STREET MOD - RWD,1:36.130,
4,307,Andy Hsiao,STREET MOD - RWD,1:36.389,
5,114,Bronson Mcnemar,TRACK MOD - RWD,1:38.099,
6,687,Jackie Ding,TRACK MOD - RWD,1:38.587,
7,171,Andrius Bertulis,UNLIMITED - RWD,1:39.464,
8,89,Brandon Hodge,TRACK MOD - RWD,1:39.755,
9,34,Andy Voelkel,STREET GT - RWD,1:39.804,
10,33,Chris Boersma,TRACK MOD - FWD,1:39.828,
11,716,Darius Zajac,TRACK MOD - RWD,1:40.160,
12,751,Rob Wilmoth,TRACK MOD - AWD,1:40.755,
13,104,Ben Lin,STREET - AWD,1:40.937,
14,989,Chris Nelms,STREET MOD - RWD,1:41.048,
15,404,David Bamforth,TRACK MOD - RWD,1:41.261,
16,985,Dayton Delahoussaye,STREET MOD - RWD,1:41.600,
17,63,Luca Barberis,STREET - AWD,1:41.656,
18,256,Drew Vosk,STREET GT - RWD,1:42.413,
19,7,Josh Halka,STREET - AWD,1:42.448,
20,121,Ryan Mathews,STREET GT - RWD,1:42.449,
21,330,James Houghton,CLUB TR - FWD,1:42.602,
22,447,Jonathan Wheeler,NULL -,1:42.918,
23,550,Christian Aranha,STREET GT - RWD,1:43.114,
24,773,Luie Zendejas,STREET GT - RWD,1:43.178,
25,40,Ben Bulthuis,STREET GT - RWD,1:44.046,
26,514,Evan Mclaren,CLUB TR - FWD,1:44.305,
27,2,Connor Gallagher,STREET GT - AWD,1:44.947,
28,909,Mark Kilgore,STREET GT - RWD,1:45.544,
29,18,Kevin Vue,CLUB TR - FWD,1:45.645,
30,310,Mike Coons,STREET - AWD,1:46.127,
31,334,Nicolas Fuller,CLUB TR - RWD,1:47.082,
32,6,Michael Aumick,STREET MOD - AWD,1:47.498,
33,470,Eddy Segal,STREET - FWD,1:47.506,
34,21,Devin Herndon,STREET MOD - FWD,1:47.756,
35,650,Tim White,STREET - AWD,1:47.845,
36,39,Gregory Formosa,STREET - AWD,1:47.850,
37,75,Jerome Cahuzac,STREET GT - RWD,1:47.856,
38,14,Kal Fortner,STREET MOD - RWD,1:48.015,
39,41,Nathan Eichinger,STREET MOD - AWD,1:48.463,
40,145,Devin Hofmann,STREET MOD - AWD,1:49.303,
41,641,Raul Iriarte,CLUB TR - RWD,1:49.327,
42,410,Foster Johnson,CLUB TR - RWD,1:49.341,
43,50,Azmath Mohammed,CLUB TR - RWD,1:50.157,
44,421,Logan Kenseth,STREET MOD - RWD,1:50.302,
45,281,Randy Reeves,STREET MOD - RWD,1:50.324,
46,350,Nishant Patel,STREET - RWD,1:50.501,
47,696,Fernando Granados,STREET MOD - RWD,1:50.677,
48,704,Bryan Meyers,CLUB TR - FWD,1:52.844,
49,58,Grant White,STREET MOD - RWD,1:52.966,
50,703,Ryan Wyke,STREET - RWD,1:53.206,
51,860,Joshua Garcia,TRACK MOD - RWD,1:54.659,
52,13,Jerami Bailey,CLUB TR - RWD,1:54.685,
53,156,Mike Janssen,SUNDAE CUP - FWD,1:55.575,
54,69,Cody Umbaugh,STREET - FWD,1:55.575,
55,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:55.882,
56,130,James Smith,SUNDAE CUP - FWD,1:56.926,
57,91,Chris Rice,SUNDAE CUP - FWD,1:57.037,
58,262,Dominick Golia,STREET - RWD,1:57.319,
59,599,Brett Whisenant,STREET MOD - FWD,1:57.821,
60,373,Benjamin Smolen,SUNDAE CUP - FWD,1:59.751,
61,808,Lucas Schaar,SUNDAE CUP - FWD,2:00.380,
62,625,Sam Bosnian,STREET - RWD,2:01.935,
63,847,Tony Zsigmond,SUNDAE CUP - FWD,2:02.079,
64,523,Sean Condon,CLUB TR - RWD,2:02.393,
65,184,Trip Walker,SUNDAE CUP - RWD,2:02.427,
66,82,Jaime Santos,SUNDAE CUP - FWD,2:02.513,
67,116,Lennon Radcliffe,SUNDAE CUP - FWD,2:03.051,
68,325,Nate Hoopes,STREET GT - RWD,2:04.134,
69,126,Jacob Abbott,SUNDAE CUP - FWD,2:06.570,
70,332,Corrin Tyson,CLUB TR - FWD,2:06.979,
71,110,William Gravely,STREET GT - RWD,2:12.035,
72,10,Ian Brown,STREET MOD - FWD,2:14.049,
73,4,Kevin Parlett,UNLIMITED - RWD,2:15.638,
74,73,Jeremy Salenius,STREET MOD - RWD,2:21.040,
75,117,Daniel Glasgow,SUNDAE CUP - FWD,2:25.258,
76,197,Racing Mechanical Advantage,TRACK MOD - AWD,6:11.623,
77,614,Mark Riehle,CLUB TR - FWD,6:13.285,
78,727,Mario Mirone,CLUB TR - FWD,,
79,959,James Wood,TRACK MOD - RWD,,
80,700,Paul Jaquish,TRACK MOD - AWD,,
81,706,Troy Delahoussaye,STREET MOD - RWD,,
"** Track Loop / Timing error, imcomplete data set",,,,,
