TrackBattle Qualifying 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,330,James Houghton,CLUB TR - FWD,1:42.099,CSX
2,727,Mario Mirone,CLUB TR - FWD,1:43.310,CIVIC
3,514,Evan Mclaren,CLUB TR - FWD,1:43.434,INTEGRA
4,326,Stan Fayngold,CLUB TR - RWD,1:44.307,FR-S
5,18,Kevin Vue,CLUB TR - FWD,1:44.535,INTEGRA
6,13,Jerami Bailey,CLUB TR - RWD,1:45.286,FR-S
7,410,Foster Johnson,CLUB TR - RWD,1:46.563,S2000
8,50,Azmath Mohammed,CLUB TR - RWD,1:46.870,MR2
9,126,Jacob Abbott,CLUB TR - RWD,1:48.530,FR-S
10,641,Raul Iriarte,CLUB TR - RWD,1:49.721,3 SERIES
11,334,Nicolas Fuller,CLUB TR - RWD,1:50.337,325I
12,614,Mark Riehle,CLUB TR - FWD,1:54.199,COOPER
13,704,Bryan Meyers,CLUB TR - FWD,1:54.889,CIVIC
14,373,Benjamin Smolen,CLUB TR - FWD,1:59.401,JETTA
15,523,Sean Condon,CLUB TR - RWD,2:01.205,3 SERIES
16,332,Corrin Tyson,CLUB TR - FWD,2:02.927,CIVIC
17,322,Justin Okamoto,CLUB TR - RWD,2:03.941,318I
1,63,Luca Barberis,STREET - AWD,1:39.902,LANCER
2,777,Josh Halka,STREET - AWD,1:40.050,IMPREZA
3,104,Ben Lin,STREET - AWD,1:40.186,Evo
4,650,Tim White,STREET - AWD,1:43.362,IMPREZA
5,310,Mike Coons,STREET - AWD,1:44.239,IMPREZA
6,625,Sam Bosnian,STREET - RWD,1:44.520,350Z
7,39,Gregory Formosa,STREET - AWD,1:44.690,LANCER
8,350,Nishant Patel,STREET - RWD,1:45.597,350Z
9,470,Eddy Segal,STREET - FWD,1:46.948,CIVIC
10,69,Cody Umbaugh,STREET - FWD,1:48.270,CIVIC
11,703,Ryan Wyke,STREET - RWD,1:48.692,M3
12,631,Peter Bruschi,STREET - RWD,1:50.730,MUSTANG
13,262,Dominick Golia,STREET - RWD,1:51.665,CROSSFIRE
1,256,Drew Vosk,STREET GT - RWD,1:40.844,GR SUPRA
2,34,Andy Voelkel,STREET GT - RWD,1:40.905,CORVETTE
3,550,Christian Aranha,STREET GT - RWD,1:40.931,CAMARO
4,2,Connor Gallagher,STREET GT - AWD,1:41.671,GT-R
5,909,Mark Kilgore,STREET GT - RWD,1:41.979,M4
6,121,Ryan Mathews,STREET GT - RWD,1:42.224,CORVETTE
7,40,Ben Bulthuis,STREET GT - RWD,1:42.517,GR SUPRA
8,773,Luie Zendejas,STREET GT - RWD,1:43.073,M2
9,185,Sam Corke,STREET GT - RWD,1:43.596,2 SERIES
10,340,Lisa Keyes,STREET GT - RWD,1:43.942,Supra
