TrackBattle Qualifying 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,514,Evan Mclaren,CLUB TR - FWD,1:42.410,INTEGRA
2,330,James Houghton,CLUB TR - FWD,1:43.276,CSX
3,13,Jerami Bailey,CLUB TR - RWD,1:43.970,FR-S
4,18,Kevin Vue,CLUB TR - FWD,1:44.184,INTEGRA
5,326,Stan Fayngold,CLUB TR - RWD,1:45.219,FR-S
6,410,Foster Johnson,CLUB TR - RWD,1:45.757,S2000
7,50,Azmath Mohammed,CLUB TR - RWD,1:46.271,MR2
8,334,Nicolas Fuller,CLUB TR - RWD,1:46.895,325I
9,126,Jacob Abbott,CLUB TR - RWD,1:49.466,FR-S
10,614,Mark Riehle,CLUB TR - FWD,1:50.357,COOPER
11,641,Raul Iriarte,CLUB TR - RWD,1:50.696,3 SERIES
12,704,Bryan Meyers,CLUB TR - FWD,1:53.849,CIVIC
13,373,Benjamin Smolen,CLUB TR - FWD,1:58.253,JETTA
14,523,Sean Condon,CLUB TR - RWD,2:00.633,3 SERIES
15,322,Justin Okamoto,CLUB TR - RWD,2:01.909,318I
16,332,Corrin Tyson,CLUB TR - FWD,2:20.760,CIVIC
1,63,Luca Barberis,STREET - AWD,1:38.830,LANCER
2,104,Ben Lin,STREET - AWD,1:40.805,Evo
3,650,Tim White,STREET - AWD,1:42.739,IMPREZA
4,310,Mike Coons,STREET - AWD,1:43.437,IMPREZA
5,625,Sam Bosnian,STREET - RWD,1:43.800,350Z
6,470,Eddy Segal,STREET - FWD,1:44.770,CIVIC
7,39,Gregory Formosa,STREET - AWD,1:45.329,LANCER
8,350,Nishant Patel,STREET - RWD,1:45.452,350Z
9,69,Cody Umbaugh,STREET - FWD,1:46.346,CIVIC
10,631,Peter Bruschi,STREET - RWD,1:48.859,MUSTANG
11,703,Ryan Wyke,STREET - RWD,1:49.785,M3
12,262,Dominick Golia,STREET - RWD,1:53.361,CROSSFIRE
13,777,Josh Halka,STREET - AWD,2:07.140,IMPREZA
1,34,Andy Voelkel,STREET GT - RWD,1:39.345,CORVETTE
2,550,Christian Aranha,STREET GT - RWD,1:39.771,CAMARO
3,256,Drew Vosk,STREET GT - RWD,1:39.796,GR SUPRA
4,121,Ryan Mathews,STREET GT - RWD,1:41.023,CORVETTE
5,40,Ben Bulthuis,STREET GT - RWD,1:41.964,GR SUPRA
6,909,Mark Kilgore,STREET GT - RWD,1:41.970,M4
7,185,Sam Corke,STREET GT - RWD,1:42.042,2 SERIES
8,2,Connor Gallagher,STREET GT - AWD,1:42.495,GT-R
9,773,Luie Zendejas,STREET GT - RWD,1:42.650,M2
10,340,Lisa Keyes,STREET GT - RWD,1:42.793,Supra
11,75,Jerome Cahuzac,STREET GT - RWD,1:47.714,M2
12,325,Nate Hoopes,STREET GT - RWD,2:02.639,1 SERIES
1,606,Allen Patten,STREET MOD - RWD,1:34.176,GR SUPRA
2,29,Kyle Mckiou,STREET MOD - RWD,1:36.624,GR SUPRA
3,6,Michael Aumick,STREET MOD - AWD,1:36.650,IMPREZA
4,14,Kal Fortner,STREET MOD - RWD,1:38.446,AMG GT S
5,985,Dayton Delahoussaye,STREET MOD - RWD,1:41.374,MX-5 MIATA
6,989,Chris Nelms,STREET MOD - RWD,1:41.889,M2
7,145,Devin Hofmann,STREET MOD - AWD,1:42.992,WRX
8,696,Fernando Granados,STREET MOD - RWD,1:43.437,GR SUPRA
9,441,Jonathan Wheeler,STREET MOD - RWD,1:43.621,370Z
10,421,Logan Kenseth,STREET MOD - RWD,1:44.150,CTS
11,21,Devin Herndon,STREET MOD - FWD,1:44.392,GLA
12,281,Randy Reeves,STREET MOD - RWD,1:44.661,MX-5 MIATA
13,73,Jeremy Salenius,STREET MOD - RWD,1:46.866,CORVETTE
14,58,Grant White,STREET MOD - RWD,1:46.963,MUSTANG
15,41,Nathan Eichinger,STREET MOD - AWD,1:47.680,IMPREZA
16,599,Brett Whisenant,STREET MOD - FWD,1:54.563,FIESTA
17,67,Jonathan Denk,STREET MOD - FWD,2:20.756,Civic
1,156,Mike Janssen,SUNDAE CUP - FWD,1:55.563,COOPER
2,130,James Smith,SUNDAE CUP - FWD,1:55.639,FIT
3,91,Chris Rice,SUNDAE CUP - FWD,1:56.133,FIT
4,370,Sam Deuling,SUNDAE CUP - FWD,1:57.797,Fit
5,122,Jason Davidson,SUNDAE CUP - FWD,1:59.082,FIT
6,116,Lennon Radcliffe,SUNDAE CUP - FWD,1:59.712,COROLLA
7,808,Lucas Schaar,SUNDAE CUP - FWD,1:59.790,YARIS
8,847,Tony Zsigmond,SUNDAE CUP - FWD,2:01.344,FIT
9,184,Trip Walker,SUNDAE CUP - FWD,2:06.887,Fit
10,117,Sundae Funday,SUNDAE CUP - FWD,2:07.752,FIT
1,445,Justin Peachey,TRACK MOD - RWD,1:33.654,CORVETTE
