Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,77,Jason Kanakry,TRACK MOD - RWD,1:32.137,720S
2,155,Michael Pagano,TRACK MOD - RWD,1:32.820,330CI
3,6,Michael Aumick,STREET MOD - AWD,1:33.194,STI
4,299,Colton Drescosky,TRACK MOD - RWD,1:34.615,VIPER
5,307,Andy Hsiao,STREET MOD - RWD,1:35.636,CORVETTE
6,70,Dewey Dewitt,STREET MOD - AWD,1:36.579,IMPREZA
7,29,Kyle Mckiou,STREET MOD - RWD,1:37.236,GR SUPRA
8,51,Jon Roed,STREET MOD - RWD,1:37.339,MX-5 MIATA
9,570,Kyle Magnuson,STREET GT - RWD,1:37.401,718 CAYMAN
10,187,Keenan Prusank,STREET GT - RWD,1:38.220,CAMARO
11,687,Jackie Ding,STREET GT - RWD,1:38.396,M2
12,212,Chris Smith,TRACK MOD - RWD,1:38.700,1 SERIES
13,242,Zach Horvath,STREET GT - RWD,1:38.703,CORVETTE
14,89,Brandon Hodge,STREET GT - RWD,1:38.812,GR SUPRA
15,62,Matt Simpkins,STREET MOD - RWD,1:38.896,GR SUPRA
16,12,Andrew Sonnevil,TRACK MOD - RWD,1:38.914,MX-5 MIATA
17,655,Allen Ma,STREET MOD - RWD,1:39.087,RX-7
18,326,Stan Fayngold,CLUB TR - RWD,1:39.309 UO,86
19,61,Fez Babar,CLUB TR - RWD,1:39.377,GR86
20,511,Peter Granberg,CLUB TR - RWD,1:39.605,BRZ
21,727,Mario Mirone,CLUB TR - FWD,1:39.718,CIVIC
22,826,Tim Fleury,TRACK MOD - RWD,1:39.720,CAMARO
23,226,Jerry Liu,STREET GT - RWD,1:39.743,718 CAYMAN
24,109,Dana Basinski,CLUB TR - RWD,1:39.821,BRZ
25,531,Evan Weider,CLUB TR - FWD,1:40.367,CIVIC
26,351,Michael Barnes,STREET GT - RWD,1:40.637,MUSTANG
27,98,Steven Stewart,TRACK MOD - AWD,1:41.023,IMPREZA
28,224,Su Xiong,CLUB TR - RWD,1:41.468,S2000
29,711,Anthony Leclerc,CLUB TR - RWD,1:42.100,4C
30,880,DB Racing,CLUB TR - RWD,1:42.212,FR-S
31,139,Wilbur Huang,STREET MOD - RWD,1:42.234,GR SUPRA
32,771,William Rori,STREET - FWD,1:42.235,ELANTRA
33,44,Joel Phillips,STREET GT - RWD,1:42.745,911
34,513,Justin Ruble,STREET GT - RWD,1:42.791,M2
35,551,Benjamin Hawrysko,CLUB TR - AWD,1:42.832,COROLLA
36,743,Devin Giles,STREET MOD - RWD,1:42.865,CAYMAN S
37,38,Aaron Rekkedahl,STREET - FWD,1:42.951,CIVIC TYPE R
38,321,Phillip Jue,STREET MOD - RWD,1:43.149,350Z
39,997,Jason Gaydos,STREET - RWD,1:43.298,BRZ
40,25,Christopher Quashnie,STREET - FWD,1:43.696,CIVIC
41,123,Ruben Manrique,CLUB TR - RWD,1:43.736,S2000
42,199,Ian Flavin,CLUB TR - RWD,1:43.775,BRZ
43,960,Sean Heneghan,CLUB TR - FWD,1:43.865,CIVIC
44,94,Mike Bryant,CLUB TR - RWD,1:43.944,MX-5
45,74,Grant Davidson,CLUBTR - FWD,1:44.002,INTEGRA
46,151,Nathan Poulson,CLUB TR - RWD,1:44.175,BRZ
47,611,Benjamin Carter,CLUB TR - RWD,1:44.421,S2000
48,442,Logan Geyer,CLUB TR - RWD,1:45.791,BRZ
49,96,Stephen Valich,TRACK MOD - FWD,1:46.030,GTI
50,247,Yu Feng,TRACK MOD - RWD,1:46.869,911
51,417,Drew Sanford,CLUB TR - RWD,1:47.133,S2000
52,111,Jared Chapin,CLUB TR - RWD,1:47.901,S2000
53,202,Rebekah Cohen,STREET MOD - FWD,1:48.152,CIVIC TYPE R
54,138,David Bruner,STREET - RWD,1:48.781,350Z
55,169,Dan Mai,CLUB TR - RWD,1:48.799,325I
56,238,Garrett Gloceri,CLUB TR - RWD,1:49.419,RX-8
57,327,Aaron Dukes,CLUB TR - FWD,1:50.072,RSX
58,463,Kevin Gu,SUNDAE CUP - FWD,1:50.568,CIVIC
59,527,Ahmed Aloul,CLUB TR - RWD,1:50.726,MX-5 MIATA
60,130,James Smith,SUNDAE CUP - FWD,1:51.162,FIT
61,126,Jacob Abbott,SUNDAE CUP - FWD,1:51.737,FIT
62,92,Brad Smith,SUNDAE CUP - FWD,1:52.476,FIT
63,88,Collin Ryser,SUNDAE CUP - FWD,1:52.968,COOPER
64,99,George Reeves,CLUB TR - RWD,1:53.185,MX-5
65,385,Ian Manger,STREET - FWD,1:53.586,INTEGRA
66,509,Kevin Wendt,CLUB TR - FWD,1:53.632,CR-X
67,460,Grant Walker,STREET - FWD,1:53.651,CIVIC
68,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:54.113,FIT
69,707,Team Knock,SUNDAE CUP - FWD,1:54.171,FIT
70,201,Faaez Dar,SUNDAE CUP - FWD,1:56.137,FIT
71,308,Kyle Malarkey,SUNDAE CUP - FWD,2:00.770,COOPER
72,823,Erin Weaver,CLUB TR - RWD,2:02.580,MX-5 MIATA
73,424,Brandt Vircks,SUNDAE CUP - AWD,3:06.775,LEGACY
74,118,Bj Ragudo,STREET - FWD,,ECLIPSE
