Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,155,Michael Pagano,TRACK MOD - RWD,1:31.616,330CI
2,77,Jason Kanakry,TRACK MOD - RWD,1:33.227,720S
3,911,Jim Rauck,UNLIMITED - RWD,1:33.374,GT2RS
4,6,Michael Aumick,STREET MOD - AWD,1:33.436,STI
5,299,Colton Drescosky,TRACK MOD - RWD,1:34.124,VIPER
6,34,Andy Voelkel,STREET GT - RWD,1:36.204,CORVETTE
7,51,Jon Roed,STREET MOD - RWD,1:36.479,MX-5 MIATA
8,307,Andy Hsiao,STREET MOD - RWD,1:36.554,CORVETTE
9,655,Allen Ma,STREET MOD - RWD,1:36.910,RX-7
10,62,Matt Simpkins,STREET MOD - RWD,1:37.164,GR SUPRA
11,570,Kyle Magnuson,STREET GT - RWD,1:37.531,718 CAYMAN
12,687,Jackie Ding,STREET GT - RWD,1:37.990,M2
13,29,Kyle Mckiou,STREET MOD - RWD,1:38.045,GR SUPRA
14,187,Keenan Prusank,STREET GT - RWD,1:38.069,CAMARO
15,89,Brandon Hodge,STREET GT - RWD,1:38.127,GR SUPRA
16,226,Jerry Liu,STREET GT - RWD,1:38.465,718 CAYMAN
17,109,Dana Basinski,CLUB TR - RWD,1:38.525,BRZ
18,326,Stan Fayngold,CLUB TR - RWD,1:38.935 UO,86
19,12,Andrew Sonnevil,TRACK MOD - RWD,1:38.982,MX-5 MIATA
20,727,Mario Mirone,CLUB TR - FWD,1:39.021,CIVIC
21,61,Fez Babar,CLUB TR - RWD,1:39.027,GR86
22,242,Zach Horvath,STREET GT - RWD,1:39.150,CORVETTE
23,44,Joel Phillips,STREET GT - RWD,1:39.315,911
24,511,Peter Granberg,CLUB TR - RWD,1:39.329,BRZ
25,108,Andre Wenzel,STREET MOD - RWD,1:40.063,RX-7
26,139,Wilbur Huang,STREET MOD - RWD,1:40.149,GR SUPRA
27,98,Steven Stewart,TRACK MOD - AWD,1:40.158,IMPREZA
28,625,Sam Bosnian,STREET - RWD,1:40.195,350Z
29,351,Michael Barnes,STREET GT - RWD,1:40.200,MUSTANG
30,513,Justin Ruble,STREET GT - RWD,1:40.530,M2
31,212,Chris Smith,TRACK MOD - RWD,1:41.144,1 SERIES
