Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,77,Jason Kanakry,TRACK MOD - RWD,1:30.934,720S
2,911,Jim Rauck,UNLIMITED - RWD,1:32.392,GT2RS
3,299,Colton Drescosky,TRACK MOD - RWD,1:33.166,VIPER
4,155,Michael Pagano,TRACK MOD - RWD,1:33.344,330CI
5,6,Michael Aumick,STREET MOD - AWD,1:33.648,STI
6,70,Dewey Dewitt,STREET MOD - AWD,1:34.263,IMPREZA
7,22,Dallas Reed,UNLIMITED - RWD,1:34.687,RX-8
8,51,Jon Roed,STREET MOD - RWD,1:35.345,MX-5 MIATA
9,34,Andy Voelkel,STREET GT - RWD,1:36.253,CORVETTE
10,687,Jackie Ding,STREET GT - RWD,1:37.883,M2
11,44,Joel Phillips,STREET GT - RWD,1:38.318,911
12,226,Jerry Liu,STREET GT - RWD,1:38.337,718 CAYMAN
13,12,Andrew Sonnevil,TRACK MOD - RWD,1:38.501,MX-5 MIATA
14,655,Allen Ma,STREET MOD - RWD,1:38.567,RX-7
15,89,Brandon Hodge,STREET GT - RWD,1:38.793,GR SUPRA
16,187,Keenan Prusank,STREET GT - RWD,1:38.840,CAMARO
17,570,Kyle Magnuson,STREET GT - RWD,1:38.890,718 CAYMAN
18,61,Fez Babar,CLUB TR - RWD,1:39.123,GR86
19,20,Matthew Koval,CLUB TR - RWD,1:39.401,S2000
20,29,Kyle Mckiou,STREET MOD - RWD,1:39.465,GR SUPRA
21,242,Zach Horvath,STREET GT - RWD,1:39.539,CORVETTE
22,531,Evan Weider,CLUB TR - FWD,1:39.563,CIVIC
23,109,Dana Basinski,CLUB TR - RWD,1:39.597,BRZ
24,727,Mario Mirone,CLUB TR - FWD,1:39.741,CIVIC
25,307,Andy Hsiao,STREET MOD - RWD,1:40.191,CORVETTE
26,98,Steven Stewart,TRACK MOD - AWD,1:40.366,IMPREZA
27,711,Anthony Leclerc,CLUB TR - RWD,1:40.580,4C
28,513,Justin Ruble,STREET GT - RWD,1:40.861,M2
29,743,Devin Giles,STREET MOD - RWD,1:41.444,CAYMAN S
30,880,Dead Boiz Racing,CLUB TR - RWD,1:41.966,FR-S
31,771,William Rori,STREET - FWD,1:42.133,ELANTRA
32,139,Wilbur Huang,STREET MOD - RWD,1:42.351,GR SUPRA
33,108,Andre Wenzel,STREET MOD - RWD,1:42.967,RX-7
34,551,Benjamin Hawrysko,STREET - AWD,1:42.968,COROLLA
35,960,Sean Heneghan,CLUB TR - FWD,1:43.520,CIVIC
36,351,Michael Barnes,STREET GT - RWD,1:43.526,MUSTANG
37,736,Cody Smith,STREET MOD - RWD,1:43.595,CUTLASS
38,511,Peter Granberg,CLUB TR - RWD,1:43.628,BRZ
39,123,Ruben Manrique,CLUB TR - RWD,1:43.735,S2000
40,199,Ian Flavin,CLUB TR - RWD,1:43.920,BRZ
41,321,Phillip Jue,STREET MOD - RWD,1:44.030,350Z
42,38,Aaron Rekkedahl,STREET - FWD,1:44.076,CIVIC TYPE R
43,94,Mike Bryant,CLUB TR - RWD,1:44.641,MX-5
44,81,Cody Grimm,CLUB TR - RWD,1:44.891,MX-5
45,997,Jason Gaydos,STREET - RWD,1:45.036,BRZ
46,625,Sam Bosnian,STREET - RWD,1:45.506,350Z
47,151,Nathan Poulson,CLUB TR - RWD,1:45.668,BRZ
48,320,Ryan Schabel,CLUB TR - RWD,1:46.153,330I
49,442,Logan Geyer,CLUB TR - RWD,1:46.260,BRZ
50,62,Matt Simpkins,STREET MOD - RWD,1:46.321,GR SUPRA
51,200,Joshua Kam,CLUB TR - RWD,1:46.347,FR-S
52,238,Garrett Gloceri,CLUB TR - RWD,1:46.663,RX-8
53,111,Jared Chapin,CLUB TR - RWD,1:46.812,S2000
54,260,Matthew Morehouse,STREET - AWD,1:47.275,FORESTER
55,96,Stephen Valich,TRACK MOD - FWD,1:47.437,GTI
56,527,Ahmed Aloul,CLUB TR - RWD,1:49.060,MX-5 MIATA
57,138,David Bruner,STREET - RWD,1:49.188,350Z
58,327,Aaron Dukes,CLUB TR - FWD,1:49.209,RSX
59,420,Aric Streeter,CLUB TR - RWD,1:49.573,RX-7
60,611,Benjamin Carter,CLUB TR - RWD,1:49.918,S2000
61,930,Jasper Zhang,STREET MOD - RWD,1:50.126,BRZ
62,624,Tyler Vogt,STREET - FWD,1:51.345,COBALT
63,54,Zachary Moore,STREET MOD - RWD,1:52.160,CORVETTE
64,130,James Smith,SUNDAE CUP - FWD,1:52.601,FIT
65,501,Tim Beek,STREET - FWD,1:53.318,COBALT
66,92,Brad Smith,SUNDAE CUP - FWD,1:54.355,FIT
67,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:54.949,FIT
68,99,George Reeves,CLUB TR - RWD,1:55.038,MX-5
69,202,Rebekah Cohen,STREET MOD - FWD,1:55.604,CIVIC TYPE R
70,417,Drew Sanford,CLUB TR - RWD,1:55.645,S2000
71,707,Team Knock,SUNDAE CUP - FWD,1:57.104,FIT
72,126,Jacob Abbott,SUNDAE CUP - FWD,1:57.171,FIT
73,169,Dan Mai,CLUB TR - RWD,1:58.777,325I
74,460,Grant Walker,STREET - FWD,2:00.768,CIVIC
75,308,Kyle Malarkey,SUNDAE CUP - FWD,2:00.955,COOPER
76,118,Bj Ragudo,STREET - FWD,2:01.023,ECLIPSE
77,88,Collin Ryser,SUNDAE CUP - FWD,2:02.866,COOPER
78,823,Erin Weaver,CLUB TR - RWD,2:03.205,MX-5 MIATA
79,969,Pete Lindberg,SUNDAE CUP - FWD,2:03.802,FIT
80,174,Rauck Trailer Sales,SUNDAE CUP - FWD,2:04.252,CIVIC
