Heat 7 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,299,Colton Drescosky,TRACK MOD - RWD,1:34.261,VIPER
2,307,Andy Hsiao,STREET MOD - RWD,1:35.423,CORVETTE
3,29,Kyle Mckiou,STREET MOD - RWD,1:36.085,GR SUPRA
4,51,Jon Roed,STREET MOD - RWD,1:36.771,MX-5 MIATA
5,570,Kyle Magnuson,STREET GT - RWD,1:36.872,718 CAYMAN
6,187,Keenan Prusank,STREET GT - RWD,1:37.567,CAMARO
7,89,Brandon Hodge,STREET GT - RWD,1:38.180,GR SUPRA
8,326,Stan Fayngold,CLUB TR - RWD,1:39.849,86
9,511,Peter Granberg,CLUB TR - RWD,1:39.973,BRZ
10,61,Fez Babar,CLUB TR - RWD,1:40.066,GR86
11,727,Mario Mirone,CLUB TR - FWD,1:40.451,CIVIC
12,98,Steven Stewart,TRACK MOD - AWD,1:40.792,IMPREZA
13,109,Dana Basinski,CLUB TR - RWD,1:41.070,BRZ
14,123,Ruben Manrique,CLUB TR - RWD,1:41.122,S2000
15,224,Su Xiong,CLUB TR - RWD,1:41.645,S2000
16,711,Anthony Leclerc,CLUB TR - RWD,1:41.713,4C
17,38,Aaron Rekkedahl,STREET - FWD,1:42.209,CIVIC TYPE R
18,321,Phillip Jue,STREET MOD - RWD,1:42.679,350Z
19,551,Benjamin Hawrysko,CLUB TR - AWD,1:42.925,COROLLA
20,997,Jason Gaydos,STREET - RWD,1:42.963,BRZ
21,25,Christopher Quashnie,STREET - FWD,1:43.127,CIVIC
22,74,Grant Davidson,CLUBTR - FWD,1:43.412,INTEGRA
23,199,Ian Flavin,CLUB TR - RWD,1:43.631,BRZ
24,151,Nathan Poulson,CLUB TR - RWD,1:44.276,BRZ
25,94,Mike Bryant,CLUB TR - RWD,1:44.511,MX-5
26,242,Zach Horvath,STREET GT - RWD,1:45.234,CORVETTE
27,169,Dan Mai,CLUB TR - RWD,1:48.578,325I
28,202,Rebekah Cohen,STREET MOD - FWD,1:48.943,CIVIC TYPE R
29,527,Ahmed Aloul,CLUB TR - RWD,1:50.386,MX-5 MIATA
30,118,Bj Ragudo,STREET - FWD,1:50.478,ECLIPSE
31,463,Kevin Gu,SUNDAE CUP - FWD,1:51.048,CIVIC
32,130,James Smith,SUNDAE CUP - FWD,1:51.539,FIT
33,138,David Bruner,STREET - RWD,1:51.672,350Z
34,88,Collin Ryser,SUNDAE CUP - FWD,1:51.817,COOPER
35,126,Jacob Abbott,SUNDAE CUP - FWD,1:52.431,FIT
36,509,Kevin Wendt,CLUB TR - FWD,1:52.709,CR-X
37,99,George Reeves,CLUB TR - RWD,1:53.083,MX-5
38,92,Brad Smith,SUNDAE CUP - FWD,1:53.546,FIT
39,460,Grant Walker,STREET - FWD,1:54.159,CIVIC
40,144,Ryan Mukherjee,SUNDAE CUP - FWD,1:54.274,FIT
41,201,Faaez Dar,SUNDAE CUP - FWD,1:56.126,FIT
42,707,Tam Knock,SUNDAE CUP - FWD,1:56.187,FIT
43,385,Ian Manger,STREET - FWD,1:56.258,INTEGRA
44,823,Erin Weaver,CLUB TR - RWD,2:01.039,MX-5 MIATA
45,424,Brandt Vircks,SUNDAE CUP - AWD,2:02.451,LEGACY
46,531,Evan Weider,CLUB TR - FWD,,CIVIC
