Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,77,Jason Kanakry,TRACK MOD - RWD,1:34.124,720S
2,911,Jim Rauck,UNLIMITED - RWD,1:35.915,GT2RS
3,34,Andy Voelkel,STREET GT - RWD,1:36.657,CORVETTE
4,22,Dallas Reed,UNLIMITED - RWD,1:36.907,RX-8
5,655,Allen Ma,STREET MOD - RWD,1:37.014,RX-7
6,51,Jon Roed,STREET MOD - RWD,1:37.488,MX-5 MIATA
7,70,Dewey Dewitt,STREET MOD - AWD,1:38.296,IMPREZA
8,109,Dana Basinski,CLUB TR - RWD,1:38.980,BRZ
9,187,Keenan Prusank,STREET GT - RWD,1:39.460,CAMARO
10,62,Matt Simpkins,STREET MOD - RWD,1:39.766,GR SUPRA
11,20,Matthew Koval,CLUB TR - RWD,1:40.207,S2000
12,687,Jackie Ding,STREET MOD - RWD,1:40.294,GR SUPRA
13,226,Jerry Liu,STREET GT - RWD,1:40.356,718 CAYMAN
14,326,Stan Fayngold,CLUB TR - RWD,1:40.523 UO,86
15,61,Fez Babar,CLUB TR - RWD,1:40.638,GR86
16,531,Evan Weider,CLUB TR - FWD,1:40.796,CIVIC
17,242,Zach Horvath,STREET GT - RWD,1:41.154,CORVETTE
18,570,Kyle Magnuson,STREET GT - RWD,1:41.180,718 CAYMAN
19,513,Justin Ruble,STREET GT - RWD,1:41.541,M2
20,98,Steven Stewart,TRACK MOD - AWD,1:41.697,IMPREZA
21,743,Devin Giles,STREET MOD - RWD,1:42.049,Cayman S
22,224,Su Xiong,CLUB TR - RWD,1:42.103,S2000
23,711,Anthony Leclerc,CLUB TR - RWD,1:42.439,4C
24,299,Colton Drescosky,TRACK MOD - RWD,1:42.714,VIPER
25,6,Michael Aumick,STREET MOD - AWD,1:43.166,STI
26,511,Peter Granberg,CLUB TR - RWD,1:43.269,BRZ
27,44,Joel Phillips,STREET GT - RWD,1:43.631,911
28,880,Jason Nguyen,CLUB TR - RWD,1:43.685,FR-S
29,551,Benjamin Hawrysko,STREET - AWD,1:43.764,COROLLA
30,139,Wilbur Huang,STREET MOD - RWD,1:43.831,GR SUPRA
31,736,Cody Smith,STREET MOD - RWD,1:44.136,CUTLASS
32,29,Kyle Mckiou,STREET MOD - RWD,1:44.348,GR SUPRA
33,12,Andrew Sonnevil,TRACK MOD - RWD,1:44.354,MX-5 MIATA
34,771,William Rori,STREET - FWD,1:44.378,ELANTRA
35,307,Andy Hsiao,STREET MOD - RWD,1:44.505,CORVETTE
36,155,Michael Pagano,TRACK MOD - RWD,1:44.680,330CI
37,38,Aaron Rekkedahl,STREET - FWD,1:46.481,CIVIC TYPE R
38,960,Sean Heneghan,CLUB TR - FWD,1:46.943,CIVIC
39,727,Mario Mirone,CLUB TR - FWD,1:47.012,CIVIC
40,89,Brandon Hodge,STREET GT - RWD,1:47.016,GR SUPRA
41,321,Phillip Jue,STREET MOD - RWD,1:47.132,350Z
42,199,Ian Flavin,CLUB TR - RWD,1:47.208,BRZ
43,96,Stephen Valich,TRACK MOD - FWD,1:47.348,GTI
44,238,Garrett Gloceri,CLUB TR - RWD,1:47.523,RX-8
45,94,Mike Bryant,CLUB TR - RWD,1:47.640,MX-5
46,81,Cody Grimm,CLUB TR - RWD,1:47.770,MX-5
47,997,Jason Gaydos,STREET - RWD,1:48.037,BRZ
48,442,Logan Geyer,CLUB TR - RWD,1:48.146,BRZ
49,212,Chris Smith,TRACK MOD - RWD,1:48.769,1 SERIES
50,260,Matthew Morehouse,STREET - AWD,1:48.971,FORESTER
51,320,Ryan Schabel,CLUB TR - RWD,1:49.079,330I
