GLTC Race 2 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,484,Matan Rosenberg,GLTC - RWD,1:50.404,5,7,,25
2,82,Eric Kutil,GLTC - FWD,1:50.214,6,7,0.379,21
3,41,James Houghton,GLTC - FWD,1:51.068,5,7,8.736,18
4,90,Matt Waldbaum,GLTC - RWD,1:51.167,5,7,0.518,16
5,330,Eric Magnussen,GLTC - RWD,1:52.032,6,7,11.633,15
6,129,James Cathers,GLTC - RWD,1:52.213,7,7,0.395,14
7,83,Carlos Mendez,GLTC - RWD,1:52.161,5,7,4.891,13
8,2,Aryton Grim,GLTC - RWD,1:50.771,7,7,1.76,12
9,243,Kevin Zhu,GLTC - FWD,1:51.431,7,7,4.77,11
10,46,Ryan Kristoff,GLTC - FWD,1:54.139,7,7,4.608,10
11,17,Tony Marchev,GLTC - RWD,1:55.291,2,7,2.71,9
12,184,Eric Jensen,GLTC - RWD,1:55.447,7,7,11.741,8
13,84,Thomas Lathrop,GLTC - RWD,1:54.664,6,7,3.721,7
14,1,Gary Wimble,GLTC - RWD,1:56.790,7,7,8.231,6
15,33,Justin Lee,GLTC - RWD,1:56.136,6,7,3.471,5
16,28,Peter Zhang,GLTC - RWD,1:57.831,5,7,13.372,4
17,610,Benjamin Swanson,GLTC - AWD,2:00.685,5,7,2.162,3
18,462,Natalie Latoz,GLTC - RWD,1:57.513,6,7,0.382,2
19,37,Bryan Leonard,GLTC - RWD,2:01.073,6,7,4.827,1
20,23,Brian Santiago,GLTC - FWD,1:58.886,6,7,0.233,0
21,89,Tom Panzarella,GLTC - FWD,1:59.496,6,7,0.284,0
22,71,Joel Morrison,GLTC - RWD,1:58.839,7,7,7.317,0
23,100,Andrew Cowden,GLTC - RWD,1:59.947,6,7,2.843,0
24,3,Erik Meadows,GLTC - RWD,2:01.451,7,7,7.436,0
25,34,Austin Hertel,GLTC - RWD,2:02.184,7,7,2.227,0
26,16,Robert Mcdaniels,GLTC - FWD,2:05.081,6,6,1 Lap,0
27,888,Dai Nguyen,GLTC - RWD,2:06.704,5,6,0.615,0
28,131,Lisa Keyes,GLTC - FWD,2:06.890,5,6,3.429,0
29,200,RJ Till,GLTC - RWD,,0,4,2 Laps,0
30,50,Azmath Mohammed,GLTC - RWD,2:03.508,2,2,2 Laps,0
31,57,Christian Aranha,GLTC - RWD,,0,,2 Laps,0
32,10,Brian Tyson,GLTC - FWD,,0,,2.519,0
33,155,Michael Pagano,GLTC - FWD,,0,,1.133,0
34,5,Kevin Bandy,GLTC - RWD,,0,,4:47.622,0
Provisional Results published - 5/10/25 08:52,,,,,,,,
Official Results published - 5/10/25 09:17,,,,,,,,
