GLGT Race 4 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,606,Allen Patten,GLGT - RWD,1:36.368,3,9,,25
2,24,Aj Hartman,GLGT - RWD,1:37.464,6,9,14.077,21
3,41,James Houghton,GLGT - FWD,1:36.933,5,9,4.746,18
4,40,Chris Delucia,GLGT - RWD,1:37.500,5,9,3.089,16
5,174,David Calzada,GLGT - RWD,1:38.803,5,9,4.778,15
6,77,Hans Horpedahl,GLGT - RWD,1:38.535,3,7,2 Laps,14
7,333,Tony Barber,GLGT - RWD,,0,,,13
,,,,,,,,"Official results posted at 15:12, 06/08/2025"
