Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
Pos,No.,Name,Class,Overall BestTm,Model/Engine
1,41,James Houghton,UNLIMITED - FWD,1:25.473,Integra
2,8,TheTony Calabrese,UNLIMITED - AWD,1:28.821,STI
3,5,Luke McGrew,TRACK MODIFIED - RWD,1:30.073,Viper ACR
4,69,James Forbis,STREET MODIFIED - RWD,1:33.311,Corvette Z06
5,285,Brian Tyson,STREET MODIFIED - RWD,1:34.543,Camaro ZL1
6,419,John Hansen,TRACK MODIFIED - RWD,1:35.255,viper
7,21,Matt DeReus,STREET MODIFIED - RWD,1:35.274,M3
8,22,Jeremy Boysen,STREET MODIFIED - RWD,1:35.645,GT4
9,90,Kevin Boehm,TRACK MODIFIED - FWD,1:36.102,Civic Si Coupe
10,34,Austin Hertel,STREET - RWD,1:36.583,370z
11,6,Michael Aumick,STREET MODIFIED - AWD,1:36.789,WRX STI
12,460,Grant Walker,UNLIMITED - RWD,1:36.917,Miata
13,77,Alex Artayet,STREET MODIFIED - AWD,1:37.176,WRX STI
14,28,Peter Zhang,STREET MODIFIED - AWD,1:37.692,WRX
15,86,Jackie Ding,STREET MODIFIED - RWD,1:37.779,S2000
16,74,Chris Neuman,STREET - RWD,1:37.942,M3
17,357,Dan Lewis,STREET MODIFIED - RWD,1:38.170,S2000
18,314,Michael Puglisi,TRACK MODIFIED - AWD,1:38.493,Evolution
19,123,Christopher Bickford,STREET GT - RWD,1:38.773,Corvette
20,17,Bob Dice,UNLIMITED - RWD,1:38.883,240sx
21,777,Joshua Halka,STREET - AWD,1:39.035,WRX
22,110,Chinchi Chiang,STREET MODIFIED - FWD,1:39.548,Civic Type-R
23,174,James Rauck,STREET - FWD,1:39.967,Type R
24,150,Anthony Leclerc,STREET - RWD,1:40.643,4C
25,29,Kellan Williams,STREET MODIFIED - RWD,1:40.750,ISF
26,420,levi brown,TRACK MODIFIED - FWD,1:40.801,civic
27,151,David McCallister,TRACK MODIFIED - AWD,1:41.312,Lancer Evo IX
28,2,Derek Roberts,STREET GT - RWD,1:41.717,M3
29,0,Brian/Ron Leazenby/Spear,STREET GT - RWD,1:41.804,Mustang
30,72,Joe Ippolito,STREET - RWD,1:42.096,Camaro
31,625,Sam Bosnian,STREET - RWD,1:42.294,350z Nismo
32,54,Joseph Neuman,STREET - RWD,1:42.409,S2000
33,9,Ryan Frew,STREET - RWD,1:42.444,Boxster S
34,88,Fiona Lou,STREET MODIFIED - RWD,1:42.473,S2000
35,233,Weiwei SU,STREET MODIFIED - FWD,1:42.548,Civic Type-R FK8
36,199,Ethan Parr,STREET MODIFIED - RWD,1:43.034,Miata
37,94,Brandon Johnson,STREET - RWD,1:43.125,350Z
38,10,Yo Keutla,STREET - RWD,1:43.879,Cayman S
39,36,Ben Mich,STREET MODIFIED - RWD,1:44.001,RX-7
40,505,Tim Beek,STREET - RWD,1:44.456,S2000
41,424,Michael Norman,STREET - AWD,1:44.728,STi Hatch
42,24,Les Epps,STREET - FWD,1:45.784,Acura
43,214,Benjamin Skidmore,STREET - RWD,1:46.273,350Z
44,550,Matt Christie,STREET - RWD,1:46.306,Mustang Eco Boost
45,444,Brian Smith,STREET MODIFIED - FWD,1:46.308,GTI
46,20,Erik Meadows,TRACK MODIFIED - RWD,1:47.545,Miata
47,133,Corrin Tyson,STREET - FWD,1:48.047,Civic Type R
48,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:48.083,CRX
49,33,Chris Boersma,TRACK MODIFIED - FWD,1:48.231,Civic
50,96,Nigel Teags,STREET MODIFIED - AWD,1:48.394,Impreza WRX
51,46,Nehru Cheddie,STREET - RWD,1:48.476,330i
52,135,Charlie Ensslin,UNLIMITED - RWD,1:48.648,635
53,81,Benjamin Marouski,STREET - FWD,1:48.686,Cooper
54,234,Brad Riemann,STREET - AWD,1:48.690,Focus RS
55,75,Ryan Gaydos,STREET - RWD,1:50.533,S2000
56,185,Kyle Champine,STREET - FWD,1:50.875,Civic
57,333,Brayden Connolly,TRACK MODIFIED - RWD,1:51.869,X1/9
58,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:52.619,Fit
59,121,Joseph King,STREET - FWD,1:52.886,Festiva
60,413,Sally McNulty,SUNDAE CUP / SPECFIT - FWD,1:53.938,Fit
61,556,James Wolters,STREET - FWD,1:56.103,INTEGRA
62,27,Mackenzie Hinsperger,STREET MODIFIED - RWD,1:57.335,BMW
63,15,Mark Bucheit,SUNDAE CUP / SPECFIT - FWD,1:57.580,Fit
64,40,Chris Reindl,STREET - FWD,2:02.758,Civic
65,16,Zack Hinsperger,STREET MODIFIED - RWD,,BMW
