Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,5,Luke McGrew,TRACK MODIFIED - RWD,1:29.332,Viper ACR
2,69,James Forbis,STREET MODIFIED - RWD,1:32.744,Corvette Z06
3,45,Paul Curley,TRACK MODIFIED - RWD,1:32.775,Corvette
4,21,Matt DeReus,STREET MODIFIED - RWD,1:34.401,M3
5,77,Alex Artayet,STREET MODIFIED - AWD,1:34.669,WRX STI
6,22,Jeremy Boysen,STREET MODIFIED - RWD,1:34.975,GT4
7,,Russell Garehan,TRACK MODIFIED - FWD,1:35.776,Civic
8,314,Michael Puglisi,TRACK MODIFIED - AWD,1:36.875,Evolution
9,34,Austin Hertel,STREET - RWD,1:37.131,370z
10,357,Dan Lewis,STREET MODIFIED - RWD,1:37.333,S2000
11,419,John Hansen,TRACK MODIFIED - RWD,1:37.372,viper
12,123,Christopher Bickford,STREET GT - RWD,1:37.470,Corvette
13,6,Michael Aumick,STREET MODIFIED - AWD,1:37.617,WRX STI
14,74,Chris Neuman,STREET - RWD,1:38.074,M3
15,110,Chinchi Chiang,STREET MODIFIED - FWD,1:38.451,Civic Type-R
16,28,Peter Zhang,STREET MODIFIED - AWD,1:39.730,WRX
17,777,Joshua Halka,STREET - AWD,1:39.930,WRX
18,151,David McCallister,TRACK MODIFIED - AWD,1:40.151,Lancer Evo IX
19,0,Brian/Ron Leazenby/Spear,STREET GT - RWD,1:40.222,Mustang
20,150,Anthony Leclerc,STREET - RWD,1:41.037,4C
21,233,Weiwei SU,STREET MODIFIED - FWD,1:41.332,Civic Type-R FK8
22,88,Fiona Lou,STREET MODIFIED - RWD,1:41.816,S2000
23,94,Brandon Johnson,STREET - RWD,1:42.287,350Z
24,174,James Rauck,STREET - FWD,1:42.397,Type R
25,72,Joe Ippolito,STREET - RWD,1:43.026,Camaro
26,36,Ben Mich,STREET MODIFIED - RWD,1:43.057,RX-7
27,550,Matt Christie,STREET - RWD,1:43.738,Mustang Eco Boost
28,234,Brad Riemann,STREET - AWD,1:43.817,Focus RS
29,505,Tim Beek,STREET - RWD,1:43.915,S2000
30,96,Nigel Teags,STREET MODIFIED - AWD,1:44.574,Impreza WRX
31,17,Bob Dice,UNLIMITED - RWD,1:44.635,240sx
32,33,Chris Boersma,TRACK MODIFIED - FWD,1:45.215,Civic
33,444,Brian Smith,STREET MODIFIED - FWD,1:45.249,GTI
34,214,Benjamin Skidmore,STREET - RWD,1:45.740,350Z
35,10,Yo Keutla,STREET - RWD,1:45.908,Cayman S
36,24,Les Epps,STREET - FWD,1:46.000,Acura
37,625,Sam Bosnian,STREET - RWD,1:46.191,350z Nismo
38,9,Ryan Frew,STREET - RWD,1:46.224,Boxster S
39,54,Joseph Neuman,STREET - RWD,1:46.423,S2000
40,20,Erik Meadows,TRACK MODIFIED - RWD,1:46.925,Miata
41,133,Corrin Tyson,STREET - FWD,1:47.539,Civic Type R
42,75,Ryan Gaydos,STREET - RWD,1:47.807,S2000
43,81,Benjamin Marouski,STREET - FWD,1:47.817,Cooper
44,91,Gil Winningham,STREET - FWD,1:48.039,Accord
45,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:48.120,CRX
46,185,Kyle Champine,STREET - FWD,1:48.597,Civic
47,46,Nehru Cheddie,STREET - RWD,1:49.095,330i
48,333,Brayden Connolly,TRACK MODIFIED - RWD,1:50.897,X1/9
49,121,Joseph King,STREET - FWD,1:51.905,Festiva
50,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:52.201,Fit
51,40,Chris Reindl,STREET - FWD,1:54.252,Civic
52,556,James Wolters,STREET - FWD,1:57.196,INTEGRA
53,15,Mark Bucheit,SUNDAE CUP / SPECFIT - FWD,1:58.620,Fit
