Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,41,James Houghton,UNLIMITED - FWD,1:28.207,Integra
2,5,Luke McGrew,TRACK MODIFIED - RWD,1:28.953,Viper ACR
3,69,James Forbis,STREET MODIFIED - RWD,1:32.190,Corvette Z06
4,314,Michael Puglisi,TRACK MODIFIED - AWD,1:34.879,Evolution
5,21,Matt DeReus,STREET MODIFIED - RWD,1:34.910,M3
6,77,Alex Artayet,STREET MODIFIED - AWD,1:35.003,WRX STI
7,22,Jeremy Boysen,STREET MODIFIED - RWD,1:35.435,GT4
8,6,Michael Aumick,STREET MODIFIED - AWD,1:36.673,WRX STI
9,34,Austin Hertel,STREET - RWD,1:36.752,370z
10,357,Dan Lewis,STREET MODIFIED - RWD,1:36.772,S2000
11,0,Brian/Ron Leazenby/Spear,STREET GT - RWD,1:36.860,Mustang
12,110,Chinchi Chiang,STREET MODIFIED - FWD,1:37.156,Civic Type-R
13,28,Peter Zhang,STREET MODIFIED - AWD,1:37.658,WRX
14,123,Christopher Bickford,STREET GT - RWD,1:37.688,Corvette
15,777,Joshua Halka,STREET - AWD,1:37.947,WRX
16,74,Chris Neuman,STREET - RWD,1:38.233,M3
17,420,levi brown,TRACK MODIFIED - FWD,1:39.440,civic
18,150,Anthony Leclerc,STREET - RWD,1:39.483,4C
19,174,James Rauck,STREET - FWD,1:39.923,Type R
20,72,Joe Ippolito,STREET - RWD,1:40.072,Camaro
21,17,Bob Dice,UNLIMITED - RWD,1:41.152,240sx
22,625,Sam Bosnian,STREET - RWD,1:41.248,350z Nismo
23,9,Ryan Frew,STREET - RWD,1:41.271,Boxster S
24,233,Weiwei SU,STREET MODIFIED - FWD,1:41.324,Civic Type-R FK8
25,88,Fiona Lou,STREET MODIFIED - RWD,1:41.806,S2000
26,419,John Hansen,TRACK MODIFIED - RWD,1:41.821,viper
27,94,Brandon Johnson,STREET - RWD,1:42.285,350Z
28,199,Ethan Parr,STREET MODIFIED - RWD,1:42.428,Miata
29,10,Yo Keutla,STREET - RWD,1:42.911,Cayman S
30,36,Ben Mich,STREET MODIFIED - RWD,1:43.079,RX-7
31,234,Brad Riemann,STREET - AWD,1:43.196,Focus RS
32,550,Matt Christie,STREET - RWD,1:43.425,Mustang Eco Boost
33,505,Tim Beek,STREET - RWD,1:43.500,S2000
34,24,Les Epps,STREET - FWD,1:43.890,Acura
35,33,Chris Boersma,TRACK MODIFIED - FWD,1:43.979,Civic
36,133,Corrin Tyson,STREET - FWD,1:44.551,Civic Type R
37,444,Brian Smith,STREET MODIFIED - FWD,1:44.611,GTI
38,96,Nigel Teags,STREET MODIFIED - AWD,1:44.774,Impreza WRX
39,214,Benjamin Skidmore,STREET - RWD,1:45.606,350Z
40,46,Nehru Cheddie,STREET - RWD,1:48.268,330i
41,20,Erik Meadows,TRACK MODIFIED - RWD,1:48.505,Miata
42,42,Ben Bulthuis,TRACK MODIFIED - FWD,1:48.871,CRX
43,75,Ryan Gaydos,STREET - RWD,1:48.886,S2000
44,91,Gil Winningham,STREET - FWD,1:49.233,Accord
45,54,Joseph Neuman,STREET - RWD,1:53.291,S2000
46,121,Joseph King,STREET - FWD,1:53.651,Festiva
47,333,Brayden Connolly,TRACK MODIFIED - RWD,1:53.786,X1/9
48,185,Kyle Champine,STREET - FWD,1:53.839,Civic
49,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:58.052,Fit
50,817,Brian Barnhill,STREET MODIFIED - RWD,2:09.192,Miata
51,40,Chris Reindl,STREET - FWD,2:11.930,Civic
