Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,70,Dewey Dewitt,STREET MOD - AWD,1:24.903,Impreza
2,84,Ido Waksman,STREET GT - RWD,1:26.688,Corvette
3,525,Jeremy Lowder,UNLIMITED - RWD,1:28.242,Camaro
4,228,Daniel Dobalo,STREET GT - RWD,1:28.915,CORVETTE
5,34,Andy Voelkel,STREET GT - RWD,1:28.918,Corvette
6,219,Nicholas Dillon,TRACK MOD - AWD,1:29.454,R8
7,79,Nicholas Kohrs,STREET MOD - FWD,1:30.110,CIVIC
8,256,Drew Vosk,STREET GT - RWD,1:30.752,GR SUPRA
9,139,Wilbur Huang,STREET MOD - RWD,1:30.864,GR SUPRA
10,23,Muzafar Umarov,STREET - FWD,1:31.066,VELOSTER
11,166,Ben Thorn,UNLIMITED - FWD,1:31.114,Civic
12,514,Evan Mclaren,CLUB TR - FWD,1:31.499,INTEGRA
13,868,Steven Cheng,STREET GT - RWD,1:31.604,M3
14,40,Ben Bulthuis,STREET GT - RWD,1:31.742,GR SUPRA
15,470,Eddy Segal,STREET - AWD,1:31.813,Civic
16,115,Zi Lin,STREET GT - RWD,1:32.080,M4
17,301,James Butensky,UNLIMITED - RWD,1:32.342,Corvette
18,399,Kevin Kerr,STREET - AWD,1:33.211,LANCER
19,386,Farzad Karkvandeian,CLUB TR - RWD,1:33.387,GR86
20,767,Kevin Ren,TRACK MOD - RWD,1:34.074,M3
21,230,Daniel Persing,CLUB TR - RWD,1:34.904,BRZ
22,220,Jesse Echanique,TRACK MOD - AWD,1:34.950,ECLIPSE
23,80,Chris Nahill,CLUB TR - RWD,1:35.355,BRZ
24,495,Richard Cho,STREET - RWD,1:35.446,370Z
25,724,Vijay Lorick,STREET - FWD,1:35.728,ELANTRA
26,920,Mike David,CLUB TR - RWD,1:35.986,86
27,718,Richard Moussa,STREET - RWD,1:36.932,Cayman
28,28,Knottfast Motorsports,CLUB TR - RWD,1:37.000,FR-S
29,21,Devin Herndon,STREET - FWD,1:37.259,GLA
30,404,David Bamforth,TRACK MOD - RWD,1:37.340,CAYMAN
31,69,Cody Umbaugh,STREET - FWD,1:37.450,CIVIC
32,410,Foster Johnson,CLUB TR - RWD,1:37.484,S2000
33,49,Christopher Acosta,CLUB TR - FWD,1:37.971,CIVIC
34,148,Zachary Meyers,STREET - RWD,1:39.564,IS300
35,990,Team No Pressure,TRACK MOD - RWD,1:39.885,ATS-V
36,104,Ben Lin,UNLIMITED - RWD,1:40.800,MR2
37,221,Justin Kennedy,STREET - FWD,1:40.887,COOPER
38,157,Icarus Santos,STREET - RWD,1:41.727,Miata
39,395,Michael Smith,SUNDAE CUP - FWD,1:42.223,FIT
40,198,Bruce Yhun,STREET MOD - FWD,1:42.580,CIVIC
41,218,Jason Mulderie,CLUB TR - RWD,1:42.659,S2000
42,545,Danny Kruger,SUNDAE CUP - FWD,1:45.568,Fit
43,719,Samuel Franks,STREET - AWD,1:46.086,WRX
44,122,Jason Davidson,SUNDAE CUP - FWD,1:46.224,FIT
45,102,Stephen Lobianco,STREET - RWD,1:49.314,MX-5 MIATA
46,505,Isaac Rodriguez,SUNDAE CUP - FWD,1:49.576,2
47,400,Logan Manning,SUNDAE CUP - FWD,1:53.462,FIT
