Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,84,Ido Waksman,STREET GT - RWD,1:26.812,Corvette
2,79,Nicholas Kohrs,STREET MOD - FWD,1:27.275,CIVIC
3,525,Jeremy Lowder,UNLIMITED - RWD,1:27.593,Camaro
4,219,Nicholas Dillon,TRACK MOD - AWD,1:28.086,R8
5,220,Jesse Echanique,TRACK MOD - AWD,1:28.518,ECLIPSE
6,228,Daniel Dobalo,STREET GT - RWD,1:28.728,CORVETTE
7,34,Andy Voelkel,STREET GT - RWD,1:29.132,Corvette
8,139,Wilbur Huang,STREET MOD - RWD,1:30.110,GR SUPRA
9,256,Drew Vosk,STREET GT - RWD,1:30.877,GR SUPRA
10,470,Eddy Segal,STREET - AWD,1:31.438,Civic
11,868,Steven Cheng,STREET GT - RWD,1:31.597,M3
12,23,Muzafar Umarov,STREET - FWD,1:31.994,VELOSTER
13,115,Zi Lin,STREET GT - RWD,1:32.361,M4
14,404,David Bamforth,TRACK MOD - RWD,1:32.607,CAYMAN
15,40,Ben Bulthuis,STREET GT - RWD,1:32.835,GR SUPRA
16,410,Foster Johnson,CLUB TR - RWD,1:33.672,S2000
17,767,Kevin Ren,TRACK MOD - RWD,1:33.720,M3
18,386,Farzad Karkvandeian,CLUB TR - RWD,1:33.830,GR86
19,80,Chris Nahill,CLUB TR - RWD,1:33.851,BRZ
20,920,Mike David,CLUB TR - RWD,1:34.447,86
21,495,Richard Cho,STREET - RWD,1:34.484,370Z
22,724,Vijay Lorick,STREET - FWD,1:34.729,ELANTRA
23,301,James Butensky,UNLIMITED - RWD,1:34.935,Corvette
24,230,Daniel Persing,CLUB TR - RWD,1:35.114,BRZ
25,69,Cody Umbaugh,STREET - FWD,1:35.324,CIVIC
26,925,Evan Motl,CLUB TR - RWD,1:35.364,S2000
27,21,Devin Herndon,STREET - FWD,1:35.636,GLA
28,28,Knottfast Motorsports,CLUB TR - RWD,1:35.899,FR-S
29,718,Richard Moussa,STREET - RWD,1:35.900,Cayman
30,221,Justin Kennedy,STREET - FWD,1:36.975,COOPER
31,157,Icarus Santos,STREET - RWD,1:37.068,Miata
32,49,Christopher Acosta,CLUB TR - FWD,1:37.368,CIVIC
33,104,Ben Lin,UNLIMITED - RWD,1:38.118,MR2
34,148,Zachary Meyers,STREET - RWD,1:38.963,IS300
35,198,Bruce Yhun,STREET MOD - FWD,1:39.291,CIVIC
36,719,Samuel Franks,STREET - AWD,1:41.941,WRX
37,990,Team No Pressure,TRACK MOD - RWD,1:43.293,ATS-V
38,181,Joseph King,SUNDAE CUP - FWD,1:44.107,Protege
39,395,Michael Smith,SUNDAE CUP - FWD,1:44.443,FIT
40,545,Danny Kruger,SUNDAE CUP - FWD,1:44.830,Fit
41,122,Jason Davidson,SUNDAE CUP - FWD,1:45.227,FIT
42,102,Stephen Lobianco,STREET - RWD,1:46.278,MX-5 MIATA
43,973,Luke Paglione,CLUB TR - FWD,1:46.993,INTEGRA
44,505,Isaac Rodriguez,SUNDAE CUP - FWD,1:52.215,2
45,616,Bill Fischer,SUNDAE CUP - FWD,1:55.017,COOPER
46,218,Jason Mulderie,CLUB TR - RWD,,S2000
47,166,Ben Thorn,UNLIMITED - FWD,,Civic
