Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,70,Dewey Dewitt,STREET MOD - AWD,1:24.545,Impreza
2,79,Nicholas Kohrs,STREET MOD - FWD,1:24.706,CIVIC
3,525,Jeremy Lowder,UNLIMITED - RWD,1:25.590,Camaro
4,219,Nicholas Dillon,TRACK MOD - AWD,1:28.503,R8
5,228,Daniel Dobalo,STREET GT - RWD,1:30.841,CORVETTE
6,514,Evan Mclaren,CLUB TR - FWD,1:31.289,INTEGRA
7,139,Wilbur Huang,STREET MOD - RWD,1:31.492,GR SUPRA
8,256,Drew Vosk,STREET GT - RWD,1:31.598,GR SUPRA
9,470,Eddy Segal,STREET - FWD,1:31.620,Civic
10,868,Steven Cheng,STREET GT - RWD,1:31.690,M3
11,115,Zi Lin,STREET GT - RWD,1:32.381,M4
12,23,Muzafar Umarov,STREET - FWD,1:32.519,VELOSTER
13,767,Kevin Ren,TRACK MOD - RWD,1:33.629,M3
14,495,Richard Cho,STREET - RWD,1:33.659,370Z
15,386,Farzad Karkvandeian,CLUB TR - RWD,1:33.680,GR86
16,40,Ben Bulthuis,STREET GT - RWD,1:33.858,GR SUPRA
17,230,Daniel Persing,CLUB TR - RWD,1:34.143,BRZ
18,925,Evan Motl,CLUB TR - RWD,1:34.249,S2000
19,80,Chris Nahill,CLUB TR - RWD,1:34.475,BRZ
20,410,Foster Johnson,CLUB TR - RWD,1:34.793,S2000
21,28,Knottfast Motorsports,CLUB TR - RWD,1:35.640,FR-S
22,301,James Butensky,UNLIMITED - RWD,1:36.201,Corvette
23,920,Mike David,CLUB TR - RWD,1:36.246,86
24,718,Richard Moussa,STREET - RWD,1:36.803,Cayman
25,104,Ben Lin,UNLIMITED - RWD,1:37.193,MR2
26,221,Justin Kennedy,STREET - FWD,1:37.544,COOPER
27,21,Devin Herndon,STREET - FWD,1:38.441,GLA
28,157,Icarus Santos,STREET - RWD,1:38.710,Miata
29,148,Zachary Meyers,STREET - RWD,1:39.583,IS300
30,973,Luke Paglione,CLUB TR - FWD,1:40.593,INTEGRA
31,719,Samuel Franks,STREET - AWD,1:41.161,WRX
32,404,David Bamforth,TRACK MOD - RWD,1:41.270,CAYMAN
33,990,Team No Pressure,TRACK MOD - RWD,1:41.808,ATS-V
34,218,Jason Mulderie,CLUB TR - RWD,1:41.843,S2000
35,49,Christopher Acosta,CLUB TR - FWD,1:43.365,CIVIC
36,102,Stephen Lobianco,STREET - RWD,1:45.408,MX-5 MIATA
37,545,Danny Kruger,SUNDAE CUP - FWD,1:45.917,Fit
38,395,Michael Smith,SUNDAE CUP - FWD,1:46.523,FIT
39,616,Bill Fischer,SUNDAE CUP - FWD,1:48.942,COOPER
40,505,Isaac Rodriguez,SUNDAE CUP - FWD,1:49.957,2
41,400,Logan Manning,SUNDAE CUP - FWD,,FIT
42,220,Jesse Echanique,TRACK MOD - AWD,,ECLIPSE
43,34,Andy Voelkel,STREET GT - RWD,,Corvette
