Qualifying 1 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
15,344,Phil Jolicoeur,STREET MOD - AWD,1:49.427,5000
1,135,Taylour Wargo,SUNDAE CUP - FWD,1:53.553,FIT
2,126,Jacob Abbott,SUNDAE CUP - FWD,1:53.585,FIT
3,369,Lucas Urban,SUNDAE CUP - FWD,1:55.991,ZX2
4,122,Jason Davidson,SUNDAE CUP - FWD,1:56.620,FIT
5,876,Du Mah,SUNDAE CUP - FWD,1:56.962,FIT
6,969,Fields Autoworks,SUNDAE CUP - FWD,2:01.679,Fit
7,269,Christian Wendland,SUNDAE CUP - FWD,2:06.067,FIT
1,491,Robin Shute,SUPER UNLIMITED - RWD,1:14.559,TSC-FS
2,270,Jason Chin,SUPER UNLIMITED - RWD,1:25.808,ALTIMA
3,848,Sylas Montgomery,SUPER UNLIMITED - RWD,1:30.691,ROAD COURSE SPRINT CAR
4,916,Riley Stair,SUPER UNLIMITED - RWD,1:36.629,CIVIC
1,232,Andrew Dekoning,TRACK MOD - AWD,1:30.387,Model S
2,159,George Zhao,TRACK MOD - AWD,1:30.903,R8
3,274,Gabe Zamora,TRACK MOD - RWD,1:31.206,911
4,874,Robert Robles,TRACK MOD - RWD,1:31.621,Supra
5,407,Marcus Fry,TRACK MOD - RWD,1:34.571,510
6,331,Mike Forsythe,TRACK MOD - RWD,1:35.696,S2000
7,19,Josh Powers,TRACK MOD - RWD,1:38.011,CORVETTE
8,824,Noel Gill,TRACK MOD - RWD,1:38.267,VIPER
9,141,Brandon Oglesby,TRACK MOD - RWD,1:38.513,1 SERIES
10,404,David Bamforth,TRACK MOD - RWD,1:38.694,CAYMAN
11,315,William Kwok,TRACK MOD - RWD,1:39.051,CORVETTE
12,147,Yo Keutla,TRACK MOD - RWD,1:42.512,911
13,183,Jerald Yutadco,TRACK MOD - RWD,1:44.493,BRZ
14,64,Alex Westergaard,TRACK MOD - RWD,1:45.084,S2000
15,617,Omar Kaayal,TRACK MOD - RWD,1:45.588,M3
16,191,Jessica Powers,TRACK MOD - RWD,1:46.505,CORVETTE
1,714,Sasha Anis,UNLIMITED - RWD,1:23.536,350z
2,642,Simon Sigier,UNLIMITED - RWD,1:25.269,GT2
3,909,Dai Yoshihara,UNLIMITED - RWD,1:25.526,S2000
4,805,Craig Coker,UNLIMITED - AWD,1:27.436,MODEL S
5,450,James Kirkham,UNLIMITED - RWD,1:29.828,AMG GT
6,789,Ryan Raduechel,UNLIMITED - RWD,1:31.094,MX-5 MIATA
7,52,Nicholas Gardner,UNLIMITED - RWD,1:33.690,SHELBY GT500
8,620,Michael Essa,UNLIMITED - RWD,1:34.661,SuperTrofeo
9,580,Damon Fryer,UNLIMITED - RWD,1:35.226,HURACAN
10,525,Jeremy Lowder,UNLIMITED - RWD,1:35.676,CORVETTE
11,800,Scalar Performance,UNLIMITED - RWD,1:40.536,SCR1
12,170,Tom Tang,UNLIMITED - RWD,1:43.404,ELISE
