Qualifying 1 Results - All Groups,,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,61,Fez Babar,CLUB TR - RWD,1:39.319,GR86
2,511,Peter Granberg,CLUB TR - RWD,1:41.210,BRZ
3,94,Mike Bryant,CLUB TR - RWD,1:41.303,MX-5
4,199,Ian Flavin,CLUB TR - RWD,1:42.166,BRZ
5,414,Garrett Cogburn,CLUB TR - RWD,1:42.436,S2000
6,239,Tan Nguyen,CLUB TR - RWD,1:42.526,S2000
7,13,Jerami Bailey,CLUB TR - RWD,1:42.564,FR-S
8,213,Jedwyn Taasin,CLUB TR - RWD,1:42.760,S2000
9,11,Graham Gaylord,CLUB TR - AWD,1:43.684,Corolla
10,123,Whiskey Danger Racing,CLUB TR - RWD,1:44.350,S2000
11,231,Lester Epps,CLUB TR - FWD,1:49.255,CELICA
12,817,Team Riaction,CLUB TR - FWD,1:50.231,INTEGRA
13,281,Peter Nelson,CLUB TR - RWD,1:51.735,1 SERIES
14,322,Justin Okamoto,CLUB TR - RWD,1:59.138,318I
1,63,Luca Barberis,STREET - AWD,1:36.221,LANCER
2,333,Tony Barber,STREET - AWD,1:37.868,Model 3
3,777,Josh Halka,STREET - AWD,1:38.534,IMPREZA
4,38,Aaron Rekkedahl,STREET - FWD,1:39.378,CIVIC TYPE R
5,310,Mike Coons,STREET - AWD,1:39.855,IMPREZA
6,992,Christopher Rosales,STREET - FWD,1:40.357,CIVIC TYPE R
7,265,Neal Wiebmer,STREET - RWD,1:40.370,M3
8,470,Eddy Segal,STREET - FWD,1:40.408,CIVIC
9,555,Joe Mielke,STREET - AWD,1:41.382,WRX STI
10,654,Nick Aegerter,STREET - AWD,1:41.573,FOCUS
11,194,Mike Callaway,STREET - AWD,1:42.067,IMPREZA
12,164,Fenton Sun,STREET - FWD,1:42.818,ELANTRA N
13,792,Rafael Guerrero,STREET - RWD,1:46.480,RX7
14,536,Steph Papadakis,STREET - AWD,1:46.659,COROLLA
15,138,David Bruner,STREET - RWD,1:47.966,350Z
16,273,Anthony Do,STREET - AWD,1:48.804,COROLLA
17,628,Patrick Melgar,STREET - FWD,1:51.402,VELOSTER
1,570,Kyle Magnuson,STREET GT - RWD,1:35.683,718 CAYMAN
2,34,Andy Voelkel,STREET GT - RWD,1:37.028,CORVETTE
3,819,Karl Taht,STREET GT - RWD,1:40.069,CAYMAN
4,143,Trey Tyler,STREET GT - RWD,1:40.508,GR SUPRA
5,303,Brad Wintermantle,STREET GT - RWD,1:42.538,MUSTANG
6,46,Nehru Cheddie,STREET GT - RWD,1:51.040,911
7,305,Tj Keon,STREET GT - RWD,1:59.932,CROWN VICTORIA
1,70,Dewey Dewitt,STREET MOD - AWD,1:31.298,IMPREZA
2,914,Christopher Mayfield,STREET MOD - RWD,1:33.570,EVORA
3,14,Kal Fortner,STREET MOD - RWD,1:34.146,AMG GT S
4,884,Stephen Schiefer,STREET MOD - RWD,1:35.736,GR SUPRA
5,918,Nicholas Aguayo,STREET MOD - RWD,1:37.132,GR SUPRA
6,339,Henry Lam,STREET MOD - RWD,1:38.101,RX-7
7,380,Jeffery Ting,STREET MOD - FWD,1:38.153,CIVIC TYPE R
8,237,Watson Christopher,STREET MOD - RWD,1:38.641,MX-5 MIATA
9,595,Dustin Williams,STREET MOD - FWD,1:38.932,CIVIC TYPE R
10,140,David Carroll,STREET MOD - RWD,1:40.267,CIVIC
11,108,Andre Wenzel,STREET MOD - RWD,1:41.731,RX-7
12,189,Brett Punay,STREET MOD - RWD,1:41.784,M3
13,145,Devin Hofmann,STREET MOD - AWD,1:42.361,WRX
14,558,Larry Chen,STREET MOD - RWD,1:42.673,GR86
