Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,UNLIMITED - RWD,1:20.918,Corvette
2,86,Jackie Ding,STREET MODIFIED - RWD,1:23.530,Supra
3,842,Kyle Robinson,STREET MODIFIED - RWD,1:24.355,Supra
4,187,Kevin Burke,TRACK MODIFIED - RWD,1:24.920,S2000
5,712,Jason Chin,TRACK MODIFIED - RWD,1:28.032,GT3RS
6,178,Connor Robin,TRACK MODIFIED - RWD,1:28.217,Camero ZL1
7,344,Ron Chang,STREET MODIFIED - RWD,1:29.570,E46 M3
8,734,Omar Kaayal,STREET GT - RWD,1:30.215,M2
9,902,Hana Burton,STREET MODIFIED - RWD,1:30.220,Supra
10,51,Chris Reber,STREET GT - RWD,1:30.711,Mustang GT
11,436,Robert Lloyd Martin,STREET GT - RWD,1:30.727,Corvette
12,157,Robert Burch,TRACK MODIFIED - FWD,1:32.190,S2000
13,657,Frankie Ho,CLUB TR - RWD,1:32.448,BRZ
14,149,Mark Jager,STREET MODIFIED - RWD,1:32.984,Mustang GT
15,240,James Hou,STREET - AWD,1:33.977,STi
16,811,Frank Pacheco,STREET GT - RWD,1:34.800,Supra
17,126,Arnold Pamplona,STREET MODIFIED - AWD,1:35.470,WRX STi
18,134,Adrian Oliva,STREET MODIFIED - FWD,1:36.605,Civic
19,151,Jorge Torres,TRACK MODIFIED - RWD,1:37.005,350z
20,372,Chris Kirkland,STREET - RWD,1:37.483,350z
21,669,Austin Shipley,UNLIMITED - RWD,1:37.670,GR Supra
22,67,Morgan Higham,STREET - AWD,1:38.680,Model 3 Performance
23,127,Juliette Hadjes,CLUB TR - RWD,1:39.014,S2000
24,924,Konstantin Nikiforov,STREET GT - RWD,1:39.058,Mustang
25,213,Jedwyn Taasin,CLUB TR - FWD,1:39.408,Veloster R-Spec
26,870,Austin Kirk,STREET GT - RWD,1:39.590,Camaro
27,595,Dustin Williams,STREET MODIFIED - RWD,1:40.258,S2000
28,233,Alex Valencia,TRACK MODIFIED - RWD,1:40.515,350z
29,556,Stephen Ellis,CLUB TR - RWD,1:41.010,86
30,429,Alex Artates,CLUB TR - FWD,1:41.310,Civic
31,230,Team NRB,CLUB TR - FWD,1:41.612,Celica
32,637,Frank Le,STREET MODIFIED - RWD,1:42.388,S2000
33,524,Adam Johnston,CLUB TR - RWD,1:43.650,BRZ
34,818,Jaime Garcia,STREET - FWD,1:43.874,Civic
35,576,Dallas Reed,STREET - RWD,1:44.447,RX-8
36,562,Matt Davis,STREET - FWD,1:45.333,Corolla
37,666,Jinno Hilaro,SUNDAE CUP - FWD,1:45.922,Civic Si
38,446,Rob Dahm,TRACK MODIFIED - RWD,1:49.472,RX7
39,969,Peter Lindberg,SUNDAE CUP - FWD,1:52.177,Fit
40,3,Hasib / Huzaifa Khan,STREET - RWD,1:54.245,Miata
41,300,Babak Samimi,TRACK MODIFIED - RWD,,458
42,119,Ted Xavier,CLUB TR - RWD,,124 Spider
43,50,Jacob Mitchell,STREET - RWD,,S2000
