TrackBattle Heat 1 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,11,Graham Gaylord,STREET MOD - AWD,1:35.572,IMPREZA
2,985,Dayton Delahoussaye,STREET MOD - RWD,1:36.025,MX-5 MIATA
3,94,Mike Bryant,CLUB TR - RWD,1:36.454,MX-5 MIATA
4,18,Kevin Vue,CLUB TR - FWD,1:37.000,INTEGRA
5,45,Ross Ligibel,STREET - RWD,1:37.809,M3
6,466,Willem Drees,STREET - FWD,1:38.021,ELANTRA N
7,23,King Thao,CLUB TR - FWD,1:38.209,CIVIC
8,15,Adam Wrobel,CLUB TR - FWD,1:38.287,INTEGRA
9,55,Paul Darling,SUPER UNLIMITED - RWD,1:38.401,M3
10,319,Chris Schuster,CLUB TR - RWD,1:38.611,GR86
11,410,Foster Johnson,CLUB TR - RWD,1:38.759,S2000
12,194,Mike Callaway,STREET - AWD,1:39.256,IMPREZA
13,38,Aaron Rekkedahl,STREET - FWD,1:39.324,CIVIC TYPE R
14,949,Evin Degirmencioglu,STREET GT - RWD,1:40.140,MUSTANG
15,997,Jason Gaydos,CLUB TR - RWD,1:40.177,BRZ
16,230,Daniel Persing,CLUB TR - RWD,1:40.383,BRZ
17,517,Tim Lutz,STREET MOD - RWD,1:40.397,CORVETTE
18,550,Anthony Colard,STREET GT - RWD,1:40.445,MUSTANG
19,177,Brad Angevaare,TRACK MOD - RWD,1:40.491,MX-5 MIATA
20,669,Carlos Alvarez,STREET GT - RWD,1:40.904,M2
21,56,Nicholas Alpin,STREET GT - RWD,1:41.003,CORVETTE
22,69,Cody Umbaugh,STREET - FWD,1:41.097,CIVIC
23,241,Dariush Lotfi,CLUB TR - RWD,1:41.463,MX-5 MIATA
24,504,Kameron Newman,STREET MOD - RWD,1:41.479,BRZ
25,48,Jeremy Hensley,STREET - AWD,1:41.581,IMPREZA
26,323,Freddy De La Rosa,CLUB TR - RWD,1:42.058,S2000
27,518,Michael Budai,CLUB TR - FWD,1:42.089,CIVIC
28,25,Christopher Quashnie,STREET - FWD,1:42.197,CIVIC
29,80,Chris Nahill,STREET - FWD,1:42.310,CIVIC
30,442,Logan Geyer,CLUB TR - RWD,1:42.411,BRZ
31,515,Jared Garcia,CLUB TR - RWD,1:42.423,S2000
32,120,Will Evans,STREET MOD - FWD,1:42.745,CIVIC TYPE R
