TrackBattle Heat 7 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
42,400,Alexander Bungabong,UNLIMITED - RWD,1:35.487,RCF
43,404,David Bamforth,TRACK MOD - RWD,1:35.558,CAYMAN
44,38,Aaron Rekkedahl,STREET - FWD,1:35.580,CIVIC TYPE R
45,73,Jeremy Salenius,STREET MOD - RWD,1:35.688,CORVETTE
46,511,Peter Granberg,CLUB TR - RWD,1:35.705,BRZ
47,45,Ross Ligibel,STREET - RWD,1:35.749,M3
48,94,Mike Bryant,CLUB TR - RWD,1:35.814,MX-5 MIATA
49,68,Paul Ough,TRACK MOD - RWD,1:35.850,MUSTANG
50,669,Carlos Alvarez,STREET GT - RWD,1:35.879,M2
51,869,Cheddar O'Brien,SUPER UNLIMITED - RWD,1:35.902,SR3
52,55,Paul Darling,SUPER UNLIMITED - RWD,1:35.921,M3
53,716,Darius Zajac,TRACK MOD - RWD,1:36.126,CORVETTE
54,18,Kevin Vue,CLUB TR - FWD,1:36.181,INTEGRA
55,204,Christopher Heideman,CLUB TR - RWD,1:36.481,S2000
56,997,Jason Gaydos,CLUB TR - RWD,1:36.546,BRZ
57,69,Cody Umbaugh,STREET - FWD,1:36.620,CIVIC
58,66,Matthias Schaub,UNLIMITED - RWD,1:36.735,911
59,319,Chris Schuster,CLUB TR - RWD,1:36.826,GR86
60,23,King Thao,CLUB TR - FWD,1:37.310,CIVIC
61,410,Foster Johnson,CLUB TR - RWD,1:37.373,S2000
62,317,Timothy Turner,STREET MOD - RWD,1:37.511,M3
63,622,Jake Rawson,CLUB TR - RWD,1:37.523,3 SERIES
64,230,Daniel Persing,CLUB TR - RWD,1:37.540,BRZ
65,120,Will Evans,STREET MOD - FWD,1:37.814,CIVIC TYPE R
66,517,Tim Lutz,STREET MOD - RWD,1:37.839,CORVETTE
67,311,Jan Wildner,STREET - AWD,1:37.874,240SX
68,56,Nicholas Alpin,STREET GT - RWD,1:37.960,CORVETTE
69,80,Chris Nahill,STREET - FWD,1:37.995,CIVIC
70,949,Evin Degirmencioglu,STREET GT - RWD,1:38.141,MUSTANG
71,515,Jared Garcia,CLUB TR - RWD,1:38.337,S2000
72,771,Rico Valdez,STREET GT - RWD,1:38.522,CORVETTE
73,350,Julio Crispin,TRACK MOD - RWD,1:38.785,350Z
74,48,Jeremy Hensley,STREET - AWD,1:39.019,IMPREZA
75,25,Christopher Quashnie,STREET - FWD,1:39.044,CIVIC
76,442,Logan Geyer,CLUB TR - RWD,1:39.105,BRZ
77,218,Jason Mulderig,CLUB TR - RWD,1:39.162,S2000
78,241,Dariush Lotfi,CLUB TR - RWD,1:39.335,MX-5 MIATA
79,76,Ethan Brown,STREET MOD - FWD,1:39.824,GOLF GTI
80,238,Garrett Gloceri,CLUB TR - RWD,1:39.989,RX-8
81,7,Thomas Halka,STREET - AWD,1:40.017,IMPREZA
82,920,Aaron Byram,CLUB TR - RWD,1:40.024,M3
83,262,Noah Janke,CLUB TR - RWD,1:40.102,MR2
84,706,Troy Delahoussaye,STREET MOD - RWD,1:40.200,MX-5 MIATA
85,624,Marketti-Morales Nolan,STREET - AWD,1:40.401,IMPREZA
86,73x,Adam Spence,STREET MOD - RWD,1:40.903,CORVETTE
87,240,Eric Knerr,CLUB TR - FWD,1:41.067,CIVIC
88,75,Jerome Cahuzac,STREET GT - RWD,1:41.736,M2
89,46,Nehru Cheddie,STREET - RWD,1:42.174,M3
90,71,Kevin Horn,CLUB TR - RWD,1:42.275,FR-S
91,387,Clay Coughlin,SUPER UNLIMITED - RWD,1:42.371,CARDINAL
92,432,Connor Omara,CLUB TR - AWD,1:42.716,R32
93,915,Dylan Rodgers,CLUB TR - RWD,1:43.955,MX-5 MIATA
94,521,Juniper Zarder,STREET MOD - RWD,1:45.544,Z
95,156,Mike Janssen,CLUB SC - FWD,1:47.006,CIVIC
96,370,Sam Deuling,CLUB SC - FWD,1:47.088,FIT
97,91,Chris Rice,CLUB SC - FWD,1:47.602,FIT
98,116,Lennon Radcliffe,CLUB SC - FWD,1:47.839,COROLLA
99,412,Austin Obrien,CLUB SC - FWD,1:47.969,FIT
100,377,Jack Coughlin,CLUB SC - FWD,1:47.976,COUPE
101,144,Ryan Mukherjee,CLUB SC - FWD,1:48.327,FIT
102,134,David Best,CLUB SC - FWD,1:48.496,FIT
103,357,Luis Rodriguez,CLUB SC - FWD,1:49.495,FIT
104,130,James Smith,CLUB SC - FWD,,FIT
Penalty Car 2: Improper Full Course Yellow Procedure - Lap 2 invalidated.,,,,,
Penalty Car 91: Improper Full Course Yellow Procedure - Lap 2 invalidated.,,,,,
Penalty Car 156: Improper Full Course Yellow Procedure - Lap 2 invalidated.,,,,,
Penalty Car 116: Improper Full Course Yellow Procedure - Lap 2 invalidated.,,,,,
Penalty Car 370: Improper Full Course Yellow Procedure - Lap 2 invalidated.,,,,,
Penalty Car 412: Improper Full Course Yellow Procedure - Lap 2 invalidated.,,,,,
Penalty Car 130: Pass Under Yellow - Heat 7 Times Invalidated,,,,,
,,,,,Official Results Published 6/29/25 10:30
