Heat 6 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,414,RS Motors,STREET MODIFIED - AWD,1:27.820,Evo IX
2,150,Alexander Moss,STREET MODIFIED - RWD,1:27.898,S2000
3,86,Jackie Ding,STREET MODIFIED - RWD,1:28.119,Supra #TA90
4,314,Michael Puglisi,TRACK MODIFIED - AWD,1:29.506,EVO IX
5,121,Ryan Mathews,STREET MODIFIED - RWD,1:30.041,Z06
6,71,Joel Morrison,TRACK MODIFIED - RWD,1:30.326,S2000
7,130,Coby Shield,STREET GT - RWD,1:31.894,Camaro
8,34,Austin Hertel,STREET - RWD,1:32.125,370z
9,87,Team Twitch,STREET - RWD,1:32.919,M3
10,6,Michael Aumick,STREET MODIFIED - AWD,1:33.252,STI
11,335,Christopher Bickford,STREET GT - RWD,1:33.603,Corvette
12,115,Electron Sport,STREET MODIFIED - RWD,1:33.702,Corvette
13,77,Alex Artayet,STREET GT - RWD,1:34.234,M3
14,35,Alex Westergaard,STREET MODIFIED - RWD,1:35.459,S2000
15,117,Jared Garcia,STREET MODIFIED - RWD,1:35.711,S2000
16,36,Ben Mich,STREET MODIFIED - RWD,1:35.780,Rx7
17,16,Alex Peitz,STREET GT - RWD,1:35.902,Corvette
18,60,Mark Brylo,STREET - AWD,1:36.171,Evo
19,10,Kyoo Lee,STREET - AWD,1:36.335,Lancer Evolution
20,330,Vladimir Skirda,STREET - AWD,1:36.440,STi
21,724,Mingzhao Chen,STREET MODIFIED - AWD,1:36.726,EVO X
22,97,Anthony Leclerc,STREET - RWD,1:36.839,4C
23,66,Ben Thorn,STREET - FWD,1:37.111,Civic
24,625,Samel Meseljevic,STREET - RWD,1:37.246,350Z Nismo
25,151,David McCallister,TRACK MODIFIED - AWD,1:37.846,Lancer Evolution IX
26,14,Kal Fortner,STREET - AWD,1:38.045,S3
27,23,Nilesh Patel,STREET MODIFIED - AWD,1:38.503,EVO 9
28,17,Ryan Frew,STREET GT - RWD,1:38.656,Boxster S
29,18,Dominic Loffredi,STREET - RWD,1:38.960,M3
30,46,Nehru Cheddie,STREET - RWD,1:39.048,M3
31,993,Christopher Watson,STREET MODIFIED - RWD,1:39.308,Miata
32,27,Ken Devriese,STREET - RWD,1:39.548,S2000
33,74,Grant Davidson,STREET - FWD,1:39.637,Integra
34,75,Ryan Gaydos,STREET - RWD,1:39.761,S2000
35,32,Yo Keutla,STREET - RWD,1:40.183,Cayman
36,118,Jason Owens,STREET - FWD,1:40.639,Civic Si
37,11,Brandon Ham,STREET GT - RWD,1:40.910,911
38,326,Dihao Chen,STREET - RWD,1:42.538,370Z
39,262,Julian Mancuso,STREET - RWD,1:42.613,FRS
40,33,Dale Henry,STREET MODIFIED - RWD,1:43.343,FRS
41,69,Kevin Hardin,STREET - RWD,1:44.464,350z
42,48,Torry Skurski,STREET - RWD,1:45.248,328i
43,310,Mike Coons,STREET - AWD,1:45.364,Impreza WRX STI
44,88,Chad Meeks,SUNDAE CUP / SPECFIT - FWD,1:47.227,Fit Sport
45,395,Michael Smith,SUNDAE CUP / SPECFIT - FWD,1:50.221,Fit
46,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:50.288,Fit
47,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,1:53.976,Fit
48,357,Carson Christel,UNLIMITED - RWD,2:01.253,G35
50,,,,,
51,,,,,
52,,,,,
53,,,,,
54,,,,,
55,,,,,
56,,,,,
57,,,,,
58,,,,,
59,,,,,
60,,,,,
