Heat 5 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:25.422,Corvette
2,150,Alexander Moss,STREET MODIFIED - RWD,1:28.729,S2000
3,414,RS Motors,STREET MODIFIED - AWD,1:29.041,Evo IX
4,121,Ryan Mathews,STREET MODIFIED - RWD,1:29.899,Z06
5,71,Joel Morrison,TRACK MODIFIED - RWD,1:31.005,S2000
6,314,Michael Puglisi,TRACK MODIFIED - AWD,1:31.214,EVO IX
7,130,Coby Shield,STREET GT - RWD,1:31.497,Camaro
8,86,Jackie Ding,STREET MODIFIED - RWD,1:32.379,Supra #TA90
9,87,Team Twitch,STREET - RWD,1:33.012,M3
10,34,Austin Hertel,STREET - RWD,1:33.257,370z
11,335,Christopher Bickford,STREET GT - RWD,1:33.648,Corvette
12,115,Electron Sport,STREET MODIFIED - RWD,1:34.605,Corvette
13,511,Peter Granberg,STREET MODIFIED - RWD,1:34.900,BRZ
14,16,Alex Peitz,STREET GT - RWD,1:35.468,Corvette
15,117,Jared Garcia,STREET MODIFIED - RWD,1:35.508,S2000
16,625,Samel Meseljevic,STREET - RWD,1:35.555,350Z Nismo
17,77,Alex Artayet,STREET GT - RWD,1:35.790,M3
18,10,Kyoo Lee,STREET - AWD,1:36.091,Lancer Evolution
19,36,Ben Mich,STREET MODIFIED - RWD,1:36.092,Rx7
20,60,Mark Brylo,STREET - AWD,1:36.175,Evo
21,35,Alex Westergaard,STREET MODIFIED - RWD,1:36.466,S2000
22,97,Anthony Leclerc,STREET - RWD,1:36.714,4C
23,66,Ben Thorn,STREET - FWD,1:37.314,Civic
24,724,Mingzhao Chen,STREET MODIFIED - AWD,1:37.545,EVO X
25,151,David McCallister,TRACK MODIFIED - AWD,1:37.628,Lancer Evolution IX
26,17,Ryan Frew,STREET GT - RWD,1:37.855,Boxster S
27,259,Nathan Park,STREET MODIFIED - AWD,1:37.965,Evo x
28,18,Dominic Loffredi,STREET - RWD,1:37.983,M3
29,14,Kal Fortner,STREET - AWD,1:37.986,S3
30,23,Nilesh Patel,STREET MODIFIED - AWD,1:38.151,EVO 9
31,27,Ken Devriese,STREET - RWD,1:38.549,S2000
32,74,Grant Davidson,STREET - FWD,1:39.592,Integra
33,75,Ryan Gaydos,STREET - RWD,1:39.631,S2000
34,310,Mike Coons,STREET - AWD,1:39.902,Impreza WRX STI
35,330,Vladimir Skirda,STREET - AWD,1:39.933,STi
36,118,Jason Owens,STREET - FWD,1:39.976,Civic Si
37,11,Brandon Ham,STREET GT - RWD,1:40.059,911
38,46,Nehru Cheddie,STREET - RWD,1:40.074,M3
39,993,Christopher Watson,STREET MODIFIED - RWD,1:40.120,Miata
40,135,Charlie Ensslin,UNLIMITED - RWD,1:40.482,350z Nismo
41,32,Yo Keutla,STREET - RWD,1:40.565,Cayman
42,31,Bart Goldenbeld,TRACK MODIFIED - RWD,1:42.702,Miata
43,262,Julian Mancuso,STREET - RWD,1:43.013,FRS
44,33,Dale Henry,STREET MODIFIED - RWD,1:43.769,FRS
45,38,Ernestas Puzelis,TRACK MODIFIED - RWD,1:43.901,370z
46,326,Dihao Chen,STREET - RWD,1:44.492,370Z
47,666,Ryan Borst,STREET MODIFIED - FWD,1:45.230,Civic EX
48,48,Torry Skurski,STREET - RWD,1:46.020,328i
49,88,Chad Meeks,SUNDAE CUP / SPECFIT - FWD,1:46.983,Fit Sport
50,395,Michael Smith,SUNDAE CUP / SPECFIT - FWD,1:48.603,Fit
51,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:50.759,Fit
52,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,1:57.340,Fit
54,,,,,
55,,,,,
56,,,,,
57,,,,,
58,,,,,
59,,,,,
60,,,,,
