Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,84,ASM MS7,TRACK MODIFIED - RWD,1:27.867,M3
2,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:28.234,Corvette
3,86,Jackie Ding,STREET MODIFIED - RWD,1:31.590,Supra #TA90
4,121,Ryan Mathews,STREET MODIFIED - RWD,1:32.185,Z06
5,130,Coby Shield,STREET GT - RWD,1:32.979,Camaro
6,150,Alexander Moss,STREET MODIFIED - RWD,1:33.142,S2000
7,71,Joel Morrison,TRACK MODIFIED - RWD,1:33.442,S2000
8,87,Team Twitch,STREET - RWD,1:33.475,M3
9,34,Austin Hertel,STREET - RWD,1:33.896,370z
10,414,RS Motors,STREET MODIFIED - AWD,1:34.047,Evo IX
11,22,Jeremy Boysen,STREET MODIFIED - RWD,1:34.948,GT4
12,77,Alex Artayet,STREET GT - RWD,1:35.219,M3
13,115,Electron Sport,STREET MODIFIED - RWD,1:35.294,Corvette
14,335,Christopher Bickford,STREET GT - RWD,1:36.411,Corvette
15,314,Michael Puglisi,TRACK MODIFIED - AWD,1:36.470,EVO IX
16,28,Peter Zhang,STREET MODIFIED - AWD,1:36.774,Impreza WRX
17,511,Peter Granberg,STREET MODIFIED - RWD,1:37.105,BRZ
18,625,Samel Meseljevic,STREET - RWD,1:37.309,350Z Nismo
19,6,Michael Aumick,STREET MODIFIED - AWD,1:38.045,STI
20,10,Kyoo Lee,STREET - AWD,1:38.640,Lancer Evolution
21,16,Alex Peitz,STREET GT - RWD,1:38.920,Corvette
22,36,Ben Mich,STREET MODIFIED - RWD,1:39.289,Rx7
23,99,Vytis Aranauskas,TRACK MODIFIED - RWD,1:39.506,M3
24,330,Vladimir Skirda,STREET - AWD,1:39.610,STi
25,17,Ryan Frew,STREET GT - RWD,1:39.678,Boxster S
26,14,Kal Fortner,STREET - AWD,1:39.809,S3
27,46,Nehru Cheddie,STREET - RWD,1:40.670,M3
28,11,Brandon Ham,STREET GT - RWD,1:40.735,911
29,259,Nathan Park,STREET MODIFIED - AWD,1:40.755,Evo x
30,35,Alex Westergaard,STREET MODIFIED - RWD,1:40.818,S2000
31,724,Mingzhao Chen,STREET MODIFIED - AWD,1:40.837,EVO X
32,18,Dominic Loffredi,STREET - RWD,1:41.031,M3
33,117,Jared Garcia,STREET MODIFIED - RWD,1:41.044,S2000
34,32,Yo Keutla,STREET - RWD,1:41.577,Cayman
35,151,David McCallister,TRACK MODIFIED - AWD,1:42.380,Lancer Evolution IX
36,60,Mark Brylo,STREET - AWD,1:43.229,Evo
37,27,Ken Devriese,STREET - RWD,1:43.286,S2000
38,23,Nilesh Patel,STREET MODIFIED - AWD,1:44.728,EVO 9
39,118,Jason Owens,STREET - FWD,1:44.8 (unofficial),Civic Si
40,262,Julian Mancuso,STREET - RWD,1:44.836,FRS
41,69,Kevin Hardin,STREET - RWD,1:45.642,350z
42,70,Nicholas Kohrs,STREET MODIFIED - FWD,1:46.145,Civic Si
43,75,Ryan Gaydos,STREET - RWD,1:46.282,S2000
44,38,Ernestas Puzelis,TRACK MODIFIED - RWD,1:46.410,370z
45,33,Dale Henry,STREET - RWD,1:46.538,FRS
46,31,Bart Goldenbeld,TRACK MODIFIED - RWD,1:46.628,Miata
47,74,Grant Davidson,STREET - FWD,1:47.192,Integra
48,48,Torry Skurski,STREET - RWD,1:47.686,328i
49,88,Chad Meeks,SUNDAE CUP / SPECFIT - FWD,1:47.816,Fit Sport
50,310,Mike Coons,STREET - AWD,1:48.030,Impreza WRX STI
51,993,Christopher Watson,STREET MODIFIED - RWD,1:49.128,Miata
52,326,Dihao Chen,STREET - RWD,1:49.855,370Z
53,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:51.945,Fit
54,395,Michael Smith,SUNDAE CUP / SPECFIT - FWD,1:53.175,Fit
55,37,Timothy Newsome,STREET MODIFIED - RWD,1:53.660,RX-7
56,666,Ryan Borst,STREET MODIFIED - FWD,1:54.111,Civic EX
57,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,1:55.657,Fit
58,64,Grant Mullet,STREET GT - RWD,1:56.484,Civic Si
59,66,Ben Thorn,STREET - FWD,,Civic
60,62,Brian Blaine,TRACK MODIFIED - RWD,,Rx7
