Heat 2 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,72,Feras Qartoumy,TRACK MODIFIED - RWD,1:27.493,Corvette
2,86,Jackie Ding,STREET MODIFIED - RWD,1:28.967,Supra #TA90
3,150,Alexander Moss,STREET MODIFIED - RWD,1:30.290,S2000
4,121,Ryan Mathews,STREET MODIFIED - RWD,1:31.577,Z06
5,71,Joel Morrison,TRACK MODIFIED - RWD,1:32.623,S2000
6,6,Michael Aumick,STREET MODIFIED - AWD,1:32.725,STI
7,115,Electron Sport,STREET MODIFIED - RWD,1:32.736,Corvette
8,414,RS Motors,STREET MODIFIED - AWD,1:33.150,Evo IX
9,130,Coby Shield,STREET GT - RWD,1:33.162,Camaro
10,87,Team Twitch,STREET - RWD,1:33.269,M3
11,84,ASM MS7,TRACK MODIFIED - RWD,1:33.354,M3
12,34,Austin Hertel,STREET - RWD,1:33.842,370z
13,77,Alex Artayet,STREET GT - RWD,1:35.026,M3
14,335,Christopher Bickford,STREET GT - RWD,1:35.228,Corvette
15,22,Jeremy Boysen,STREET MODIFIED - RWD,1:35.238,GT4
16,625,Samel Meseljevic,STREET - RWD,1:36.519,350Z Nismo
17,511,Peter Granberg,STREET MODIFIED - RWD,1:36.835,BRZ
18,314,Michael Puglisi,TRACK MODIFIED - AWD,1:36.970,EVO IX
19,10,Kyoo Lee,STREET - AWD,1:37.170,Lancer Evolution
20,99,Vytis Aranauskas,TRACK MODIFIED - RWD,1:37.309,M3
21,117,Jared Garcia,STREET MODIFIED - RWD,1:37.501,S2000
22,36,Ben Mich,STREET MODIFIED - RWD,1:37.846,Rx7
23,60,Mark Brylo,STREET - AWD,1:38.158,Evo
24,330,Vladimir Skirda,STREET - AWD,1:38.360,STi
25,16,Alex Peitz,STREET GT - RWD,1:38.603,Corvette
26,28,Peter Zhang,STREET MODIFIED - AWD,1:38.942,Impreza WRX
27,46,Nehru Cheddie,STREET - RWD,1:38.992,M3
28,724,Mingzhao Chen,STREET MODIFIED - AWD,1:39.035,EVO X
29,14,Kal Fortner,STREET - AWD,1:39.103,S3
30,18,Dominic Loffredi,STREET - RWD,1:39.177,M3
31,62,Brian Blaine,TRACK MODIFIED - RWD,1:39.257,Rx7
32,17,Ryan Frew,STREET GT - RWD,1:39.675,Boxster S
33,70,Nicholas Kohrs,STREET MODIFIED - FWD,1:39.851,Civic Si
34,151,David McCallister,TRACK MODIFIED - AWD,1:39.904,Lancer Evolution IX
35,11,Brandon Ham,STREET GT - RWD,1:40.342,911
36,35,Alex Westergaard,STREET MODIFIED - RWD,1:40.447,S2000
37,259,Nathan Park,STREET MODIFIED - AWD,1:40.621,Evo x
38,66,Ben Thorn,STREET - FWD,1:40.961,Civic
39,27,Ken Devriese,STREET - RWD,1:41.898,S2000
40,32,Yo Keutla,STREET - RWD,1:42.338,Cayman
41,118,Jason Owens,STREET - FWD,1:42.526,Civic Si
42,74,Grant Davidson,STREET - FWD,1:43.201,Integra
43,310,Mike Coons,STREET - AWD,1:43.924,Impreza WRX STI
44,69,Kevin Hardin,STREET - RWD,1:44.359,350z
45,23,Nilesh Patel,STREET MODIFIED - AWD,1:44.613,EVO 9
46,262,Julian Mancuso,STREET - RWD,1:45.136,FRS
47,75,Ryan Gaydos,STREET - RWD,1:45.178,S2000
48,31,Bart Goldenbeld,TRACK MODIFIED - RWD,1:45.355,Miata
49,33,Dale Henry,STREET MODIFIED - RWD,1:45.619,FRS
50,326,Dihao Chen,STREET - RWD,1:45.771,370Z
51,88,Chad Meeks,SUNDAE CUP / SPECFIT - FWD,1:47.530,Fit Sport
52,38,Ernestas Puzelis,TRACK MODIFIED - RWD,1:48.021,370z
53,48,Torry Skurski,STREET - RWD,1:48.027,328i
54,37,Timothy Newsome,STREET MODIFIED - RWD,1:48.290,RX-7
55,666,Ryan Borst,STREET MODIFIED - FWD,1:49.475,Civic EX
56,395,Michael Smith,SUNDAE CUP / SPECFIT - FWD,1:52.776,Fit
57,64,Grant Mullet,STREET GT - RWD,1:53.352,Civic Si
58,129,Matt Williams,SUNDAE CUP / SPECFIT - FWD,1:53.686,Fit
59,8,Not So Fit Racing,SUNDAE CUP / SPECFIT - FWD,2:07.609,Fit
60,993,Christopher Watson,STREET MODIFIED - RWD,2:20.285,Miata
