TrackBattle Heat 4 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,274,Gabe Zamora,TRACK MOD - RWD,1:21.066,911
2,105,Frank Pacheco,TRACK MOD - RWD,1:21.283,CAMARO
3,760,Maxwell Lisovsky,UNLIMITED - RWD,1:21.750,3 SERIES
4,805,Craig Coker,UNLIMITED - AWD,1:21.894,MODEL S
5,768,Mark Luton,UNLIMITED - RWD,1:22.693,MUSTANG
6,159,George Zhao,TRACK MOD - AWD,1:22.955,R8
7,923,Mike Reyes,STREET MOD - RWD,1:26.234,GR SUPRA
8,50,Azmath Mohammed,TRACK MOD - RWD,1:27.252,Z06
9,237,Chris Watson,STREET MOD - RWD,1:27.473,MX-5 MIATA
10,489,Omar Kaayal,STREET MOD - RWD,1:27.482,MERCEDES-AMG GT
11,180,Zhenyang Huang,STREET MOD - RWD,1:27.563,M3
12,355,Daniel Leavitt,TRACK MOD - RWD,1:28.304,240SX
13,190,Johnson Mac,TRACK MOD - RWD,1:28.803,RX-7
14,621,Will Drees,STREET - FWD,1:29.853,ELANTRA N
15,827,Taylor Fenstermacher,UNLIMITED - RWD,1:29.945,MUSTANG
16,922,Luke Lederman,STREET - RWD,1:30.143,718 CAYMAN
17,833,Brian Chilldres,STREET GT - RWD,1:30.213,CAMARO
18,213,Jedwyn Taasin,CLUB TR - RWD,1:31.310,S2000
19,172,Daniel Fuentes,CLUB TR - FWD,1:32.091,CIVIC
20,556,Stephen Ellis,CLUB TR - RWD,1:32.302,86
21,875,Austin Kirk,STREET GT - RWD,1:32.320,CAMARO
22,454,Karla Pestotnik,CLUB TR - RWD,1:32.526,S2000
23,817,Meng Tea,CLUB TR - FWD,1:33.073,CIVIC
24,206,Daniel Harada,CLUB TR - RWD,1:34.433,FR-S
25,931,Thinh Duong,CLUB TR - RWD,1:34.547,BRZ
26,229,Andrew Chow,TRACK MOD - RWD,1:36.416,3 SERIES
27,22,Team VitourP1.com,UNLIMITED - RWD,1:37.246,RX-8
28,485,Tracy Makimoto,STREET GT - RWD,1:38.620,M3
29,508,Luis Calderon,CLUB TR - FWD,1:40.271,INTEGRA
30,188,Ricky Iturralde,SUNDAE CUP - FWD,1:42.914,FIESTA
31,135,Taylour Wargo,SUNDAE CUP - FWD,1:43.060,FIT
32,405,Luis Paez,SUNDAE CUP - FWD,1:52.537,FIT
33,393,Courtney Ward,SUNDAE CUP - FWD,1:55.347,FIT
