TrackBattle Heat 2 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,805,Craig Coker,UNLIMITED - AWD,1:20.874,MODEL S
2,760,Maxwell Lisovsky,UNLIMITED - RWD,1:22.113,3 SERIES
3,105,Frank Pacheco,TRACK MOD - RWD,1:22.610,CAMARO
4,274,Gabe Zamora,TRACK MOD - RWD,1:23.724,911
5,768,Mark Luton,UNLIMITED - RWD,1:24.459,MUSTANG
6,870,Kevin Burke,TRACK MOD - RWD,1:27.062,VIPER
7,923,Mike Reyes,STREET MOD - RWD,1:27.117,GR SUPRA
8,237,Chris Watson,STREET MOD - RWD,1:28.016,MX-5 MIATA
9,489,Omar Kaayal,STREET MOD - RWD,1:28.461,MERCEDES-AMG GT
10,833,Brian Chilldres,STREET GT - RWD,1:29.648,CAMARO
11,922,Luke Lederman,STREET - RWD,1:30.164,718 CAYMAN
12,50,Azmath Mohammed,TRACK MOD - RWD,1:30.248,Z06
13,621,Will Drees,STREET - FWD,1:31.397,ELANTRA N
14,355,Daniel Leavitt,TRACK MOD - RWD,1:31.570,240SX
15,827,Taylor Fenstermacher,UNLIMITED - RWD,1:31.829,MUSTANG
16,249,Carlos Valenzuela,CLUB TR - FWD,1:32.210,CIVIC
17,190,Johnson Mac,TRACK MOD - RWD,1:32.485,RX-7
18,213,Jedwyn Taasin,CLUB TR - RWD,1:32.745,S2000
19,556,Stephen Ellis,CLUB TR - RWD,1:33.109,86
20,454,Karla Pestotnik,CLUB TR - RWD,1:33.291,S2000
21,229,Andrew Chow,TRACK MOD - RWD,1:33.387,3 SERIES
22,172,Daniel Fuentes,CLUB TR - FWD,1:33.392,CIVIC
23,293,Peter Bollenbecker,TRACK MOD - AWD,1:33.592,IMPREZA
24,670,Morgan Higham,STREET - AWD,1:35.140,MODEL 3
25,817,Meng Tea,CLUB TR - FWD,1:35.700,CIVIC
26,22,Team VitourP1.com,UNLIMITED - RWD,1:37.350,RX-8
27,931,Thinh Duong,CLUB TR - RWD,1:37.444,BRZ
28,206,Daniel Harada,CLUB TR - RWD,1:38.597,FR-S
29,485,Tracy Makimoto,STREET GT - RWD,1:42.424,M3
30,188,Ricky Iturralde,SUNDAE CUP - FWD,1:44.371,FIESTA
31,508,Luis Calderon,CLUB TR - FWD,1:45.644,INTEGRA
32,135,Taylour Wargo,SUNDAE CUP - FWD,1:46.660,FIT
33,305,Tj Keon,STREET GT - RWD,1:48.398,CROWN VICTORIA
34,405,Luis Paez,SUNDAE CUP - FWD,1:54.177,FIT
35,393,Courtney Ward,SUNDAE CUP - FWD,1:54.514,FIT
36,875,Austin Kirk,STREET GT - RWD,no time,CAMARO
