TrackBattle Heat 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,805,Craig Coker,UNLIMITED - AWD,1:20.419,MODEL S
2,760,Maxwell Lisovsky,UNLIMITED - RWD,1:21.426,3 SERIES
3,274,Gabe Zamora,TRACK MOD - RWD,1:22.073,911
4,768,Mark Luton,UNLIMITED - RWD,1:23.997,MUSTANG
5,159,George Zhao,TRACK MOD - AWD,1:24.083,R8
6,870,Kevin Burke,TRACK MOD - RWD,1:24.441,VIPER
7,237,Chris Watson,STREET MOD - RWD,1:27.073,MX-5 MIATA
8,923,Mike Reyes,STREET MOD - RWD,1:27.545,GR SUPRA
9,489,Omar Kaayal,STREET MOD - RWD,1:27.958,MERCEDES-AMG GT
10,355,Daniel Leavitt,TRACK MOD - RWD,1:28.885,240SX
11,833,Brian Chilldres,STREET GT - RWD,1:29.703,CAMARO
12,922,Luke Lederman,STREET - RWD,1:29.995,718 CAYMAN
13,621,Will Drees,STREET - FWD,1:30.203,ELANTRA N
14,827,Taylor Fenstermacher,UNLIMITED - RWD,1:31.386,MUSTANG
15,190,Johnson Mac,TRACK MOD - RWD,1:31.399,RX-7
16,213,Jedwyn Taasin,CLUB TR - RWD,1:31.730,S2000
17,556,Stephen Ellis,CLUB TR - RWD,1:32.194,86
18,293,Peter Bollenbecker,TRACK MOD - AWD,1:33.676,IMPREZA
19,229,Andrew Chow,TRACK MOD - RWD,1:33.858,3 SERIES
20,670,Morgan Higham,STREET - AWD,1:34.289,MODEL 3
21,172,Daniel Fuentes,CLUB TR - FWD,1:35.261,CIVIC
22,931,Thinh Duong,CLUB TR - RWD,1:35.554,BRZ
23,206,Daniel Harada,CLUB TR - RWD,1:35.616,FR-S
24,817,Meng Tea,CLUB TR - FWD,1:35.935,CIVIC
25,22,Team VitourP1.com,UNLIMITED - RWD,1:37.828,RX-8
26,454,Karla Pestotnik,CLUB TR - RWD,1:39.997,S2000
27,485,Tracy Makimoto,STREET GT - RWD,1:41.525,M3
28,135,Taylour Wargo,SUNDAE CUP - FWD,1:44.289,FIT
29,188,Ricky Iturralde,SUNDAE CUP - FWD,1:44.951,FIESTA
30,508,Luis Calderon,CLUB TR - FWD,1:45.259,INTEGRA
31,305,Tj Keon,STREET GT - RWD,1:48.831,CROWN VICTORIA
32,405,Luis Paez,SUNDAE CUP - FWD,1:57.509,FIT
33,393,Courtney Ward,SUNDAE CUP - FWD,no time,FIT
