TrackBattle Heat 5 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,805,Craig Coker,UNLIMITED - AWD,1:19.802,MODEL S
2,159,George Zhao,TRACK MOD - AWD,1:23.592,R8
3,923,Mike Reyes,STREET MOD - RWD,1:25.687,GR SUPRA
4,237,Chris Watson,STREET MOD - RWD,1:26.241,MX-5 MIATA
5,180,Zhenyang Huang,STREET MOD - RWD,1:27.111,M3
6,922,Luke Lederman,STREET - RWD,1:30.216,718 CAYMAN
7,621,Will Drees,STREET - FWD,1:30.665,ELANTRA N
8,833,Brian Chilldres,STREET GT - RWD,1:30.872,CAMARO
9,213,Jedwyn Taasin,CLUB TR - RWD,1:31.555,S2000
10,875,Austin Kirk,STREET GT - RWD,1:31.924,CAMARO
11,454,Karla Pestotnik,CLUB TR - RWD,1:32.083,S2000
12,817,Meng Tea,CLUB TR - FWD,1:32.757,CIVIC
13,229,Andrew Chow,TRACK MOD - RWD,1:32.868,3 SERIES
14,556,Stephen Ellis,CLUB TR - RWD,1:32.971,86
15,172,Daniel Fuentes,CLUB TR - FWD,1:33.081,CIVIC
16,206,Daniel Harada,CLUB TR - RWD,1:34.460,FR-S
17,22,Team VitourP1.com,UNLIMITED - RWD,1:37.762,RX-8
18,485,Tracy Makimoto,STREET GT - RWD,1:38.513,M3
19,508,Luis Calderon,CLUB TR - FWD,1:40.006,INTEGRA
20,135,Taylour Wargo,SUNDAE CUP - FWD,1:42.248,FIT
21,188,Ricky Iturralde,SUNDAE CUP - FWD,1:42.622,FIESTA
22,405,Luis Paez,SUNDAE CUP - FWD,1:52.478,FIT
23,393,Courtney Ward,SUNDAE CUP - FWD,1:56.012,FIT
24,931,Thinh Duong,CLUB TR - RWD,DQ,BRZ
25,807,Dustin Kent,TRACK MOD - AWD,no time,IMPREZA
