TrackBattle Heat 6 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model/Engine
1,805,Craig Coker,UNLIMITED - AWD,1:19.626,MODEL S
2,159,George Zhao,TRACK MOD - AWD,1:23.675,R8
3,180,Zhenyang Huang,STREET MOD - RWD,1:25.664,M3
4,237,Chris Watson,STREET MOD - RWD,1:26.306,MX-5 MIATA
5,923,Mike Reyes,STREET MOD - RWD,1:27.534,GR SUPRA
6,190,Johnson Mac,TRACK MOD - RWD,1:30.029,RX-7
7,621,Will Drees,STREET - FWD,1:30.368,ELANTRA N
8,833,Brian Chilldres,STREET GT - RWD,1:30.453,CAMARO
9,807,Dustin Kent,TRACK MOD - AWD,1:30.491,IMPREZA
10,922,Luke Lederman,STREET - RWD,1:30.697,718 CAYMAN
11,817,Meng Tea,CLUB TR - FWD,1:31.204,CIVIC
12,454,Karla Pestotnik,CLUB TR - RWD,1:31.471,S2000
13,875,Austin Kirk,STREET GT - RWD,1:32.282,CAMARO
14,172,Daniel Fuentes,CLUB TR - FWD,1:32.678,CIVIC
15,556,Stephen Ellis,CLUB TR - RWD,1:32.850,86
16,229,Andrew Chow,TRACK MOD - RWD,1:33.783,3 SERIES
17,22,Team VitourP1.com,UNLIMITED - RWD,1:38.295,RX-8
18,135,Taylour Wargo,SUNDAE CUP - FWD,1:42.518,FIT
19,188,Ricky Iturralde,SUNDAE CUP - FWD,1:43.947,FIESTA
20,405,Luis Paez,SUNDAE CUP - FWD,1:54.039,FIT
21,393,Courtney Ward,SUNDAE CUP - FWD,1:58.445,FIT
