Heat 1 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
54,726,Jacob Abbott,CLUB TR - AWD,1:51.384,Impreza
19,66,Ben Thorn,CLUB TR - FWD,1:41.510,Civic
25,531,Evan Weider,CLUB TR - FWD,1:43.220,Civic
37,74,Grant Davidson,CLUB TR - FWD,1:45.532,Integra
38,90,Jimmy Diggs,CLUB TR - FWD,1:45.993,Civic Sport
53,602,Daniel Chun,CLUB TR - FWD,1:51.344,Civic Si
73,249,Brett Marko,CLUB TR - FWD,2:12.333,Civic
27,334,Jim Smitholine,CLUB TR - RWD,1:43.574,S2000
30,255,Ryan Seiler,CLUB TR - RWD,1:44.244,S2000
34,9,Drew Turner,CLUB TR - RWD,1:45.008,S2000
35,109,Dana Basinski,CLUB TR - RWD,1:45.220,Brz
39,189,Jakob Boedenauer,CLUB TR - RWD,1:46.455,S2000
41,27,Ken Devriese,CLUB TR - RWD,1:46.610,S2000
42,527,Jackson Jensen,CLUB TR - RWD,1:46.828,S2000
49,238,Garrett Gloceri,CLUB TR - RWD,1:49.497,RX-8
50,777,Team No Krutch,CLUB TR - RWD,1:49.533,BRZ
58,442,Logan Geyer,CLUB TR - RWD,1:53.121,BRZ
60,614,Eric Knerr,CLUB TR - RWD,1:54.408,Miata
13,55,Charles Miller,STREET - AWD,1:39.806,Evo 9
14,7,Joshua Halka,STREET - AWD,1:40.172,Impreza WRX
16,155,Joseph Mielke,STREET - AWD,1:40.965,Impreza WRX STi
23,65,Ben Lin,STREET - AWD,1:42.188,Evo
28,310,Mike Coons,STREET - AWD,1:43.835,STI
43,321,Teagan Thostenson,STREET - AWD,1:46.834,STi
46,234,Brad Riemann,STREET - AWD,1:48.084,Focus RS
69,700,Tom Halka,STREET - AWD,2:02.349,2.5 RS
15,808,Impulse Performance,STREET - FWD,1:40.87 UO,Type R
40,900,Ian Creps,STREET - FWD,1:46.547,Type R
51,470,Edward Segal,STREET - FWD,1:50.126,Civic Type R
52,994,Nathan Brown,STREET - FWD,1:50.744,GTI
24,87,Team Twitch,STREET - RWD,1:42.371,M3
29,495,Richard Cho,STREET - RWD,1:44.040,370Z
44,624,Tyler Vogt,STREET - RWD,1:47.360,Camaro
47,111,Chris Scheidecker,STREET - RWD,1:48.259,S2000
59,113,Trip Walker,STREET - RWD,1:53.823,FRS
66,48,Torry Skurski,STREET - RWD,1:59.378,328i
72,616,Taylor Bowling,STREET - RWD,2:06.157,S2000
9,77,Alex Artayet,STREET GT - RWD,1:38.900,M3
17,335,Christopher Bickford,STREET GT - RWD,1:41.016,Corvette
20,827,Jin Vito,STREET GT - RWD,1:41.660,M4
32,834,Andrew Voelkel,STREET GT - RWD,1:44.684,Corvette C8
36,167,Taylor Allen,STREET GT - RWD,1:45.236,Corvette Z06
45,629,Jiaqi Li,STREET GT - RWD,1:47.758,Julia
4,70,Dewey DeWitt,STREET MOD - AWD,1:36.210,Impreza L (Boogeyman)
7,63,Luca Barberis,STREET MOD - AWD,1:38.385,Lancer Evolution 9
26,14,Kal Fortner,STREET MOD - AWD,1:43.479,S4
57,135,Hard Times Racing,STREET MOD - AWD,1:52.887,STI
10,79,Nicholas Kohrs,STREET MOD - FWD,1:39.280,Civic
55,821,Evan Madore,STREET MOD - FWD,1:51.436,Cooper S
74,217,David Cordell,STREET MOD - FWD,2:16.804,Type R
1,345,Paul Curley,STREET MOD - RWD,1:33.874,Corvette
3,150,Alexander Moss,STREET MOD - RWD,1:35.804,S2000
8,128,Joshua Hanger,STREET MOD - RWD,1:38.874,RX-7
12,35,Alex Westergaard,STREET MOD - RWD,1:39.769,S2000
18,511,Peter Granberg,STREET MOD - RWD,1:41.193,BRZ
56,373,Ivan Onofriiciuc,STREET MOD - RWD,1:51.837,370z
61,129,Matt Williams,SUNDAE CUP - FWD,1:55.724,Fit
62,395,Michael Smith,SUNDAE CUP - FWD,1:56.463,Fit
63,370,Samuel Deuling,SUNDAE CUP - FWD,1:56.681,Fit
64,139,Team Brap,SUNDAE CUP - FWD,1:57.029,Fit
65,411,Kyle Carstens,SUNDAE CUP - FWD,1:58.675,Fit
68,513,Jon Sneller,SUNDAE CUP - FWD,2:01.550,Fit
70,201,Dar Faaez,SUNDAE CUP - FWD,2:03.27 UO,Fit
71,526,Patrick Morgan,SUNDAE CUP - FWD,2:03.863,Fit
5,32,Mullet Racing,TRACK MOD - RWD,1:37.623,Corvette
21,329,PHD Racing,TRACK MOD - RWD,1:41.875,911
22,99,Vytis Aranauskas,TRACK MOD - RWD,1:41.958,M3
31,38,Ernestas Puzelis,TRACK MOD - RWD,1:44.382,C606
48,206,Dalton Klein,TRACK MOD - RWD,1:49.044,Camaro
75,133,Dan Foley,UNLIMITED - AWD,,Evo x
33,541,Johnny Rose,UNLIMITED - FWD,1:44.876,Integra
2,174,David Calzada,UNLIMITED - RWD,1:35.434,Miata
6,80,Damian Dabrowski,UNLIMITED - RWD,1:38.180,350z
11,771,Aric Streeter,UNLIMITED - RWD,1:39.649,Seven
67,44,Joel Phillips,UNLIMITED - RWD,2:00.629,Miata
