Heat 3 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,345,Paul Curley,STREET MOD - RWD,1:33.428,Corvette
2,174,David Calzada,UNLIMITED - RWD,1:35.411,Miata
3,80,Damian Dabrowski,UNLIMITED - RWD,1:36.977,350z
4,79,Nicholas Kohrs,STREET MOD - FWD,1:38.597,Civic
5,99,Vytis Aranauskas,TRACK MOD - RWD,1:39.103,M3
6,77,Alex Artayet,STREET GT - RWD,1:39.177,M3
7,7,Joshua Halka,STREET - AWD,1:39.433,Impreza WRX
8,63,Luca Barberis,STREET MOD - AWD,1:39.907,Lancer Evolution 9
9,65,Ben Lin,STREET - AWD,1:40.017,Evo
10,6,Michael Aumick,STREET MOD - AWD,1:40.302,Sti
11,155,Joseph Mielke,STREET - AWD,1:40.338,Impreza WRX STi
12,511,Peter Granberg,STREET MOD - RWD,1:40.433,BRZ
13,808,Impulse Performance,STREET - FWD,1:40.445,Type R
14,335,Christopher Bickford,STREET GT - RWD,1:40.473,Corvette
15,55,Charles Miller,STREET - AWD,1:40.507,Evo 9
16,35,Alex Westergaard,STREET MOD - RWD,1:40.702,S2000
17,329,PHD Racing,TRACK MOD - RWD,1:40.786,911
18,827,Vito Jin,STREET GT - RWD,1:41.115,M4
19,66,Ben Thorn,CLUB TR - FWD,1:41.161,Civic
20,575,Clay Davidson,STREET MOD - RWD,1:41.273,Mustang
21,776,Dallas Reed,TRACK MOD - RWD,1:41.819,RX-8
22,64,Grant Mullet,STREET GT - RWD,1:41.950,Corvette
23,834,Andrew Voelkel,STREET GT - RWD,1:41.981,Corvette C8
24,70,Dewey DeWitt,STREET MOD - AWD,1:42.341,Impreza L (Boogeyman)
25,38,Ernestas Puzelis,TRACK MOD - RWD,1:42.396,C606
26,255,Ryan Seiler,CLUB TR - RWD,1:43.272,S2000
27,19,Scott Hollingsworth,STREET MOD - RWD,1:43.982,S2000
28,723,Christopher Watson,STREET MOD - RWD,1:43.992,Miata
29,495,Richard Cho,STREET - RWD,1:44.121,370Z
30,531,Evan Weider,CLUB TR - FWD,1:44.232,Civic
31,12,Andrew Sonnevil,TRACK MOD - RWD,1:44.297,Miata
32,334,Jim Smitholine,CLUB TR - RWD,1:44.407,S2000
33,9,Drew Turner,CLUB TR - RWD,1:44.420,S2000
34,629,Jiaqi Li,STREET GT - RWD,1:44.443,Julia
35,27,Ken Devriese,CLUB TR - RWD,1:44.825,S2000
36,167,Taylor Allen,STREET GT - RWD,1:44.854,Corvette Z06
37,312,Mikey Singhaseni,CLUB TR - FWD,1:44.863,INTEGRA
38,109,Dana Basinski,CLUB TR - RWD,1:44.963,Brz
39,74,Grant Davidson,CLUB TR - FWD,1:44.971,Integra
40,374,Derek Durkee,STREET MOD - AWD,1:45.013,Forester
41,310,Mike Coons,STREET - AWD,1:45.101,STI
42,624,Tyler Vogt,STREET - RWD,1:45.243,Camaro
43,900,Ian Creps,STREET - FWD,1:45.805,Type R
44,527,Jackson Jensen,CLUB TR - RWD,1:45.828,S2000
45,944,Daniel Wolski,CLUB TR - RWD,1:45.840,S2000
46,321,Teagan Thostenson,STREET - AWD,1:45.927,STi
47,470,Edward Segal,STREET - FWD,1:46.164,Civic Type R
48,777,Team No Krutch,CLUB TR - RWD,1:46.329,BRZ
49,111,Chris Scheidecker,STREET - RWD,1:47.193,S2000
50,234,Brad Riemann,STREET - AWD,1:47.875,Focus RS
51,821,Evan Madore,STREET MOD - FWD,1:48.159,Cooper S
52,994,Nathan Brown,STREET - FWD,1:48.311,GTI
53,238,Garrett Gloceri,CLUB TR - RWD,1:48.393,RX-8
54,625,Samel Meseljevic,STREET - AWD,1:48.422,EVO X
55,736,Cody Smith,STREET MOD - RWD,1:48.943,Cutlass
56,373,Ivan Onofriiciuc,STREET MOD - RWD,1:48.994,370z
57,206,Dalton Klein,TRACK MOD - RWD,1:49.633,Camaro
58,726,Jacob Abbott,CLUB TR - AWD,1:50.967,Impreza
59,700,Tom Halka,STREET - AWD,1:51.428,2.5 RS
60,14,Kal Fortner,STREET MOD - AWD,1:52.146,S4
61,602,Daniel Chun,CLUB TR - FWD,1:52.240,Civic SI
62,616,Taylor Bowling,STREET - RWD,1:53.338,S2000
63,113,Trip Walker,STREET - RWD,1:53.352,FRS
64,48,Torry Skurski,STREET - RWD,1:54.333,328i
65,614,Eric Knerr,CLUB TR - RWD,1:54.912,Miata
66,442,Logan Geyer,CLUB TR - RWD,1:55.907,BRZ
67,370,Samuel Deuling,SUNDAE CUP - FWD,1:56.358,Fit
68,139,Team Brap,SUNDAE CUP - FWD,1:57.257,Fit
69,395,Michael Smith,SUNDAE CUP - FWD,1:57.709,Fit
70,201,Faaez Dar,SUNDAE CUP - FWD,1:59.594,Fit
71,411,Kyle Carstens,SUNDAE CUP - FWD,1:59.752,Fit
72,926,James Morgan,SUNDAE CUP - FWD,2:00.229,Fit
73,44,Joel Phillips,UNLIMITED - RWD,2:01.311,Miata
74,513,Jon Sneller,SUNDAE CUP - FWD,2:04.416,Fit
75,249,Brett Marko,CLUB TR - FWD,2:15.467,Civic
76,122,Bijan Behrouzi,SUNDAE CUP - FWD,2:16.569,Civic
77,888,Sammy So,TRACK MOD - AWD,,WRX
78,133,Dan Foley,UNLIMITED - AWD,,Evo x
