Heat 4 Results All Groups,,,,,
Pos,No.,Name,Class,Best Time of Heat,Model/Engine
1,174,David Calzada,UNLIMITED - RWD,1:35.732,Miata
2,80,Damian Dabrowski,UNLIMITED - RWD,1:36.027,350z
3,6,Michael Aumick,STREET MOD - AWD,1:37.618,Sti
4,7,Joshua Halka,STREET - AWD,1:37.980,Impreza WRX
5,87,Team Twitch,STREET - RWD,1:38.065,M3
6,79,Nicholas Kohrs,STREET MOD - FWD,1:38.253,Civic
7,70,Dewey DeWitt,STREET MOD - AWD,1:38.328,Impreza L (Boogeyman)
8,776,Dallas Reed,TRACK MOD - RWD,1:38.731,RX-8
9,77,Alex Artayet,STREET GT - RWD,1:39.078,M3
10,63,Luca Barberis,STREET MOD - AWD,1:39.201,Lancer Evolution 9
11,99,Vytis Aranauskas,TRACK MOD - RWD,1:39.207,M3
12,35,Alex Westergaard,STREET MOD - RWD,1:39.782,S2000
13,155,Joseph Mielke,STREET - AWD,1:39.896,Impreza WRX STi
14,335,Christopher Bickford,STREET GT - RWD,1:40.032,Corvette
15,55,Charles Miller,STREET - AWD,1:40.072,Evo 9
16,827,Vito Jin,STREET GT - RWD,1:40.221,M4
17,771,Aric Streeter,UNLIMITED - RWD,1:40.406,Seven
18,329,PHD Racing,TRACK MOD - RWD,1:40.928,911
19,511,Peter Granberg,STREET MOD - RWD,1:41.158,BRZ
20,575,Clay Davidson,STREET MOD - RWD,1:41.360,Mustang
21,66,Ben Thorn,CLUB TR - FWD,1:41.489,Civic
22,310,Mike Coons,STREET - AWD,1:42.066,STI
23,834,Andrew Voelkel,STREET GT - RWD,1:42.100,Corvette C8
24,19,Scott Hollingsworth,STREET MOD - RWD,1:42.155,S2000
25,65,Ben Lin,STREET - AWD,1:42.424,Evo
26,38,Ernestas Puzelis,TRACK MOD - RWD,1:42.572,C606
27,12,Andrew Sonnevil,TRACK MOD - RWD,1:42.674,Miata
28,723,Christopher Watson,STREET MOD - RWD,1:42.919,Miata
29,255,Ryan Seiler,CLUB TR - RWD,1:43.141,S2000
30,531,Evan Weider,CLUB TR - FWD,1:43.426,Civic
31,74,Grant Davidson,CLUB TR - FWD,1:43.589,Integra
32,495,Richard Cho,STREET - RWD,1:43.864,370Z
33,345,Paul Curley,STREET MOD - RWD,1:43.924,Corvette
34,14,Kal Fortner,STREET MOD - AWD,1:44.302,S4
35,27,Ken Devriese,CLUB TR - RWD,1:44.344,S2000
36,334,Jim Smitholine,CLUB TR - RWD,1:44.410,S2000
37,374,Derek Durkee,STREET MOD - AWD,1:44.470,Forester
38,167,Taylor Allen,STREET GT - RWD,1:44.639,Corvette Z06
39,321,Teagan Thostenson,STREET - AWD,1:44.821,STi
40,624,Tyler Vogt,STREET - RWD,1:45.311,Camaro
41,900,Ian Creps,STREET - FWD,1:45.532,Type R
42,629,Jiaqi Li,STREET GT - RWD,1:45.977,Julia
43,777,Team No Krutch,CLUB TR - RWD,1:46.402,BRZ
44,888,Sammy So,TRACK MOD - AWD,1:46.580,WRX
45,111,Chris Scheidecker,STREET - RWD,1:47.407,S2000
46,994,Nathan Brown,STREET - FWD,1:47.640,GTI
47,470,Edward Segal,STREET - FWD,1:48.108,Civic Type R
48,821,Evan Madore,STREET MOD - FWD,1:48.168,Cooper S
49,541,Johnny Rose,UNLIMITED - FWD,1:48.266,Integra
50,206,Dalton Klein,TRACK MOD - RWD,1:49.009,Camaro
51,238,Garrett Gloceri,CLUB TR - RWD,1:50.281,RX-8
52,736,Cody Smith,STREET MOD - RWD,1:50.402,Cutlass
53,726,Jacob Abbott,CLUB TR - AWD,1:51.069,Impreza
54,700,Tom Halka,STREET - AWD,1:51.134,2.5 RS
55,189,Jakob Boedenauer,CLUB TR - RWD,1:52.233,S2000
56,373,Ivan Onofriiciuc,STREET MOD - RWD,1:52.515,370z
57,217,David Cordell,STREET MOD - FWD,1:53.300,Type R
58,129,Matt Williams,SUNDAE CUP - FWD,1:54.695,Fit
59,113,Trip Walker,STREET - RWD,1:55.541,FRS
60,395,Michael Smith,SUNDAE CUP - FWD,1:55.815,Fit
61,370,Samuel Deuling,SUNDAE CUP - FWD,1:55.970,Fit
62,614,Eric Knerr,CLUB TR - RWD,1:56.512,Miata
63,139,Team Brap,SUNDAE CUP - FWD,1:58.017,Fit
64,969,Peter Lindberg,SUNDAE CUP - FWD,2:02.885,FIT
65,513,Jon Sneller,SUNDAE CUP - FWD,2:03.187,Fit
66,944,Daniel Wolski,CLUB TR - RWD,2:54.274,S2000
67,312,Mikey Singhaseni,CLUB TR - FWD,4:57.824,INTEGRA
68,411,Kyle Carstens,SUNDAE CUP - FWD,6:00.052,Fit
69,249,Brett Marko,CLUB TR - FWD,6:33.619,Civic
70,48,Torry Skurski,STREET - RWD,7:33.571,328i
71,616,Taylor Bowling,STREET - RWD,7:36.258,S2000
72,926,James Morgan,SUNDAE CUP - FWD,7:59.897,Fit
73,122,Bijan Behrouzi,SUNDAE CUP - FWD,,Civic
74,133,Dan Foley,UNLIMITED - AWD,,Evo x
