TrackBattle Heat 3 Results (all groups),,,,,
Pos,No.,Name,Class,Best Time/Heat,Model
1,830,Eric Fleming,UNLIMITED - RWD,1:22.168,CORVETTE
2,304,Allen Patten,TRACK MOD - RWD,1:22.706,CORVETTE
3,338,Ernestas Puzelis,UNLIMITED - RWD,1:28.427,CORVETTE C6
4,121,Ryan Mathews,STREET MOD - RWD,1:30.184,CORVETTE
5,70,Dewey Dewitt,STREET MOD - AWD,1:30.302,IMPREZA
6,171,Andrius Bertulis,UNLIMITED - RWD,1:31.213,RCF
7,35,Jason Guzman,TRACK MOD - AWD,1:31.217,GT-R
8,33,Chris Boersma,TRACK MOD - FWD,1:31.821,CIVIC
9,773,Luie Zendejas,UNLIMITED - RWD,1:32.332,CORVETTE
10,717,Luke Mcgrew,STREET GT - RWD,1:32.350,Z06
11,903,Alexander Gallardo,UNLIMITED - RWD,1:33.174,350Z
12,211,Ryan Mathews,STREET GT - RWD,1:33.221,CORVETTE
13,440,Jonathan Wheeler,STREET MOD - RWD,1:33.286,370Z
14,961,John Veloso,SUPER UNLIMITED - RWD,1:33.288,NSX
15,525,Jeremy Lowder,UNLIMITED - RWD,1:33.312,CAMARO
16,777,Joshua Halka,STREET - AWD,1:33.822,IMPREZA
17,22,Team VitourP1.com,TRACK MOD - RWD,1:33.963,CORVETTE
18,909,Mark Kilgore,STREET GT - RWD,1:34.097,M4
19,4,Kevin Parlett,UNLIMITED - RWD,1:34.415,G
20,82,Jaime Santos,STREET MOD - RWD,1:34.852,1 SERIES
21,63,Luca Barberis,STREET - AWD,1:34.990,LANCER
22,404,David Bamforth,TRACK MOD - RWD,1:35.319,CAYMAN
23,985,Dayton Delahoussaye,STREET MOD - RWD,1:35.392,MX-5 MIATA
24,269,Shawn Bassett,UNLIMITED - RWD,1:36.647,240Z
25,18,Kevin Vue,CLUB TR - FWD,1:37.425,INTEGRA
26,58,Grant White,STREET MOD - RWD,1:37.513,MUSTANG
27,727,Mario Mirone,CLUB TR - FWD,1:37.557,CIVIC
28,466,Willem Drees,STREET - FWD,1:37.563,ELANTRA N
29,96,Michael Young,TRACK MOD - RWD,1:37.635,Z06
30,949,Evin Degirmencioglu,STREET GT - RWD,1:38.141,MUSTANG
31,204,Christopher Heideman,CLUB TR - RWD,1:38.251,S2000
32,199,Ian Flavin,CLUB TR - RWD,1:38.263,BRZ
33,40,Ben Bulthuis,STREET GT - RWD,1:38.490,GR SUPRA
34,9,Matthew Bowers,STREET GT - RWD,1:38.619,CORVETTE
35,94,Mike Bryant,CLUB TR - RWD,1:38.762,MX-5 MIATA
36,145,Devin Hofmann,STREET MOD - AWD,1:38.992,WRX
37,711,Hang Hu,TRACK MOD - RWD,1:39.009,MERCEDES-AMG GT
38,13,Jerami Bailey,CLUB TR - RWD,1:39.244,FR-S
39,514,Evan Mclaren,CLUB TR - FWD,1:39.416,INTEGRA
40,470,Eddy Segal,STREET - FWD,1:40.009,CIVIC TYPE R
41,69,Cody Umbaugh,STREET - FWD,1:40.080,CIVIC TYPE R
42,504,Kameron Newman,STREET MOD - RWD,1:40.162,BRZ
43,421,Logan Kenseth,STREET MOD - RWD,1:40.696,CTS
44,230,Daniel Persing,CLUB TR - RWD,1:40.883,BRZ
45,540,Charles Bucky Lasek,STREET - AWD,1:41.247,WRX
46,675,Nick Aegerter,STREET - AWD,1:41.639,FOCUS
47,740,Alexis Fregoso,CLUB TR - FWD,1:42.041,RSX
48,48,Jeremy Hensley,STREET - AWD,1:42.512,IMPREZA
49,194,Mike Callaway,STREET - AWD,1:43.241,IMPREZA
50,498,Bradley Folse,STREET - AWD,1:43.314,IMPREZA
51,224,Mike Day,CLUB TR - RWD,1:43.370,MX-5 MIATA
52,202,Rebekah Cohen,STREET - FWD,1:44.708,CIVIC TYPE R
53,218,Jason Mulderig,CLUB TR - RWD,1:45.028,S2000
54,83,Ben Ciric,STREET - RWD,1:45.534,370Z
55,97,Mark Matyac,STREET GT - RWD,1:48.257,3 SERIES
56,7,Thomas Halka,STREET - AWD,1:49.113,IMPREZA
57,156,Mike Janssen,CLUB SC - FWD,1:51.281,CIVIC
58,130,James Smith,CLUB SC - FWD,1:51.658,FIT
59,370,Sam Deuling,CLUB SC - FWD,1:51.686,FIT
60,129,Matt Williams,CLUB SC - FWD,1:51.800,FIT
61,144,Ryan Mukherjee,CLUB SC - FWD,1:51.978,FIT
62,116,Lennon Radcliffe,CLUB SC - FWD,1:52.965,COROLLA
63,216,Nickolas Berg,CLUB SC - FWD,1:53.244,FIT
64,91,Chris Rice,CLUB SC - FWD,1:53.412,FIT
65,117,Daniel Glasgow,CLUB SC - FWD,2:01.608,FIT
66,184,Trip Walker,CLUB SC - FWD,2:02.863,FIT
67,571,John Laughlin,STREET - FWD,5:22.271,CIVIC
68,806,Jordan Gunther,CLUB TR - RWD,6:31.680,BRZ
69,511,Peter Granberg,CLUB TR - RWD,,BRZ
70,722,Feras Qartoumy,UNLIMITED - RWD,,CORVETTE
Official Results published - 5/9/25 19:15,,,,,
