GLTC Race 2 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,3,Jeremy Swenson,GLTC - RWD,1:39.697,3,9,,25
2,7,Luke Mcgrew,GLTC - RWD,1:39.532,9,9,0.895,21
3,484,Matan Rosenberg,GLTC - RWD,1:40.266,8,9,6.722,18
4,82,Eric Kutil,GLTC - FWD,1:40.217,7,9,1.821,16
5,41,James Houghton,GLTC - FWD,1:40.194,2,9,3.684,15
6,90,Matt Waldbaum,GLTC - RWD,1:40.680,2,9,1.121,14
7,184,Eric Jensen,GLTC - RWD,1:41.480,7,9,2.316,13
8,99,Ronnie Vajdak,GLTC - FWD,1:41.320,9,9,1.002,12
9,34,Austin Hertel,GLTC - RWD,1:41.176,7,9,0.955,11
10,42,Zac Lovoy,GLTC - RWD,1:41.789,3,9,4.382,10
11,871,Aurimas Karosas,GLTC - RWD,1:41.600,3,9,3.050,9
12,71,Joel Morrison,GLTC - RWD,1:42.392,3,9,5.557,8
13,17,Tony Marchev,GLTC - RWD,1:42.054,8,9,0.267,7
14,320,Eddie Nakato,GLTC - RWD,1:42.228,7,9,2.993,6
15,410,Salil Shukla,GLTC - RWD,1:42.486,3,9,0.285,5
16,917,Lena Chin,GLTC - RWD,1:42.125,7,9,1.083,4
17,73,Jason Saini,GLTC - RWD,1:42.267,8,9,0.217,3
18,77,Hans Horpedahl,GLTC - RWD,1:42.770,8,9,3.854,2
19,18,Colton Wade,GLTC - RWD,1:42.496,8,9,0.205,1
20,14,Carlos Mendez,GLTC - RWD,1:43.058,8,9,2.248,0
21,2,Erik Meadows,GLTC - RWD,1:41.612,8,9,0.566,0
22,4,Adam Ulrich,GLTC - RWD,1:42.648,8,9,0.545,0
23,1,Gary Wimble,GLTC - RWD,1:41.589,7,9,3.399,0
24,98,Andrew Rains,GLTC - RWD,1:41.198,8,9,0.038,0
25,150,Alex Moss,GLTC - RWD,1:43.963,8,9,1.519,0
26,767,Wes Case,GLTC - RWD,1:42.971,7,9,0.572,0
27,85,Samuel Scott,GLTC - RWD,1:43.495,7,9,0.001,0
28,26,Louis Chatroop,GLTC - RWD,1:43.278,9,9,2.166,0
29,245,Ryan Power,GLTC - RWD,1:42.884,8,9,0.099,0
30,527,Jackson Jensen,GLTC - RWD,1:43.718,6,9,5.542,0
31,207,Adam Wood,GLTC - AWD,1:44.192,9,9,1.438,0
32,144,Vytis Aranauskas,GLTC - RWD,1:44.805,2,9,4.889,0
33,333,Fiona Lou,GLTC - RWD,1:45.484,9,9,1.015,0
34,911,Julio Crispin,GLTC - RWD,1:42.392,9,9,2.790,0
35,95,Robert Vierhout,GLTC - RWD,1:45.278,8,9,7.058,0
36,515,Thomas Moss,GLTC - RWD,1:46.820,9,9,0.196,0
37,888,Dai Nguyen,GLTC - RWD,1:46.707,7,9,5.884,0
38,618,Bob Dice,GLTC - FWD,1:46.105,9,9,1.385,0
39,32,Chandler Roe,GLTC - FWD,1:46.126,9,9,0.526,0
40,36,Michael Starr,GLTC - RWD,1:46.845,3,9,8.030,0
41,528,Richard Sawicki,GLTC - RWD,1:47.601,3,9,4.719,0
42,860,Nathan Manning,GLTC - RWD,1:48.774,2,9,13.895,0
43,81,Benjamin Marouski,GLTC - FWD,1:45.234,3,5,37.467,0
44,13,Ryan Upham,GLTC - RWD,1:41.997,3,5,4 Laps,0
45,45,Paul Curley,GLTC - RWD,1:39.504,3,3,2 Laps,0
46,541,Seth Gale,GLTC - FWD,1:47.147,3,3,36.838,0
