GLTC Race 3 Results,,,,,,,,
Pos,No.,Name,Class,Best Tm,In Lap,Laps,Gap,Points
1,3,Jeremy Swenson,GLTC - RWD,1:42.809,1,5,,25
2,7,Luke Mcgrew,GLTC - RWD,1:44.290,1,5,1.226,21
3,82,Eric Kutil,GLTC - FWD,1:44.298,1,5,0.234,18
4,90,Matt Waldbaum,GLTC - RWD,1:45.066,1,5,0.295,16
5,484,Matan Rosenberg,GLTC - RWD,1:45.505,1,5,1.026,15
6,184,Eric Jensen,GLTC - RWD,1:45.325,1,5,0.535,14
7,34,Austin Hertel,GLTC - RWD,1:46.325,1,5,1.241,13
8,42,Zac Lovoy,GLTC - RWD,1:47.487,1,5,0.913,12
9,17,Tony Marchev,GLTC - RWD,1:47.439,1,5,1.233,11
10,71,Joel Morrison,GLTC - RWD,1:48.223,1,5,1.132,10
11,99,Ronnie Vajdak,GLTC - FWD,1:47.673,2,5,0.912,9
12,320,Eddie Nakato,GLTC - RWD,1:48.517,2,5,1.084,8
13,18,Colton Wade,GLTC - RWD,1:48.324,1,5,0.695,7
14,14,Carlos Mendez,GLTC - RWD,1:48.885,1,5,0.992,6
15,917,Lena Chin,GLTC - RWD,1:49.195,2,5,0.791,5
16,98,Andrew Rains,GLTC - RWD,1:49.740,1,5,1.499,4
17,767,Wes Case,GLTC - RWD,1:50.000,1,5,1.027,3
18,4,Adam Ulrich,GLTC - RWD,1:49.108,2,5,1.119,2
19,2,Erik Meadows,GLTC - RWD,13:32.170,1,5,1.071,1
20,1,Gary Wimble,GLTC - RWD,1:51.164,1,5,0.926,0
21,77,Hans Horpedahl,GLTC - RWD,1:51.355,1,5,0.409,0
22,150,Alex Moss,GLTC - RWD,1:52.370,1,5,1.463,0
23,26,Louis Chatroop,GLTC - RWD,1:49.458,2,5,0.355,0
24,527,Jackson Jensen,GLTC - RWD,1:51.958,1,5,0.466,0
25,245,Ryan Power,GLTC - RWD,1:52.650,1,5,1.033,0
26,911,Julio Crispin,GLTC - RWD,1:51.116,1,5,0.460,0
27,85,Samuel Scott,GLTC - RWD,1:52.979,1,5,1.421,0
28,515,Thomas Moss,GLTC - RWD,1:51.677,1,5,2.574,0
29,144,Vytis Aranauskas,GLTC - RWD,1:53.512,1,5,1.513,0
30,207,Adam Wood,GLTC - AWD,1:53.953,1,5,1.351,0
31,32,Chandler Roe,GLTC - FWD,1:51.845,1,5,0.839,0
32,95,Robert Vierhout,GLTC - RWD,1:53.383,1,5,1.010,0
33,888,Dai Nguyen,GLTC - RWD,1:53.186,1,5,1.311,0
34,132,Jake Joraanstad,GLTC - RWD,1:51.394,1,5,2.152,0
35,528,Richard Sawicki,GLTC - RWD,1:52.820,1,5,2.706,0
36,541,Seth Gale,GLTC - FWD,1:54.261,1,5,1.065,0
37,860,Nathan Manning,GLTC - RWD,1:56.410,1,5,1.258,0
38,36,Michael Starr,GLTC - RWD,1:52.045,1,2,3 Laps,0
39,410,Salil Shukla,GLTC - RWD,1:48.820,1,1,1 Lap,0
40,871,Aurimas Karosas,GLTC - RWD,,0,,1 Lap,0
41,333,Fiona Lou,GLTC - RWD,,0,,5.175,0
42,41,James Houghton,GLTC - FWD,,0,,,0
DQ,73,Jason Saini,GLTC - RWD,,0,,,0
